hd,jcd,rno,shiki,combo,payout,ninki
251130,22,8,単勝,4,1110,
251130,22,8,複勝,4,470,
251130,22,8,複勝,6,820,
251130,22,8,２連単,4-6,10140,25
251130,22,8,２連複,4-6,3280,12
251130,22,8,拡連複,4-6,950,14
251130,22,8,拡連複,3-4,400,5
251130,22,8,拡連複,3-6,500,9
251130,22,8,３連単,4-6-3,46570,85
251130,22,8,３連複,3-4-6,2700,11
251130,22,9,単勝,1,120,
251130,22,9,複勝,1,100,
251130,22,9,複勝,2,160,
251130,22,9,２連単,1-2,350,1
251130,22,9,２連複,1-2,260,1
251130,22,9,拡連複,1-2,140,1
251130,22,9,拡連複,1-4,160,2
251130,22,9,拡連複,2-4,240,5
251130,22,9,３連単,1-2-4,910,1
251130,22,9,３連複,1-2-4,440,1
251130,22,10,単勝,4,670,
251130,22,10,複勝,4,420,
251130,22,10,複勝,2,460,
251130,22,10,２連単,4-2,4930,16
251130,22,10,２連複,2-4,1850,7
251130,22,10,拡連複,2-4,490,9
251130,22,10,拡連複,4-6,340,5
251130,22,10,拡連複,2-6,440,6
251130,22,10,３連単,4-2-6,15420,45
251130,22,10,３連複,2-4-6,2080,10
251130,22,11,単勝,4,760,
251130,22,11,複勝,4,240,
251130,22,11,複勝,2,250,
251130,22,11,２連単,4-2,4470,13
251130,22,11,２連複,2-4,2080,7
251130,22,11,拡連複,2-4,300,6
251130,22,11,拡連複,1-4,160,2
251130,22,11,拡連複,1-2,150,1
251130,22,11,３連単,4-2-1,12710,30
251130,22,11,３連複,1-2-4,440,2
251130,22,12,単勝,2,1270,
251130,22,12,複勝,2,230,
251130,22,12,複勝,1,120,
251130,22,12,２連単,2-1,1970,8
251130,22,12,２連複,1-2,350,2
251130,22,12,拡連複,1-2,210,3
251130,22,12,拡連複,2-5,900,14
251130,22,12,拡連複,1-5,380,7
251130,22,12,３連単,2-1-5,13470,34
251130,22,12,３連複,1-2-5,1370,8
251130,21,1,単勝,1,140,
251130,21,1,複勝,1,100,
251130,21,1,複勝,2,170,
251130,21,1,２連単,1-2,300,1
251130,21,1,２連複,1-2,360,2
251130,21,1,拡連複,1-2,160,2
251130,21,1,拡連複,1-6,200,3
251130,21,1,拡連複,2-6,320,7
251130,21,1,３連単,1-2-6,960,4
251130,21,1,３連複,1-2-6,470,3
251130,21,2,単勝,1,110,
251130,21,2,複勝,1,100,
251130,21,2,複勝,3,120,
251130,21,2,２連単,1-3,280,1
251130,21,2,２連複,1-3,190,1
251130,21,2,拡連複,1-3,170,2
251130,21,2,拡連複,1-2,310,5
251130,21,2,拡連複,2-3,740,9
251130,21,2,３連単,1-3-2,1550,5
251130,21,2,３連複,1-2-3,900,4
251130,21,3,単勝,2,1420,
251130,21,3,複勝,2,860,
251130,21,3,複勝,5,170,
251130,21,3,２連単,2-5,4790,14
251130,21,3,２連複,2-5,1950,9
251130,21,3,拡連複,2-5,350,4
251130,21,3,拡連複,2-4,1210,11
251130,21,3,拡連複,4-5,1400,12
251130,21,3,３連単,2-5-4,44310,70
251130,21,3,３連複,2-4-5,12200,18
251130,21,4,単勝,1,110,
251130,21,4,複勝,1,100,
251130,21,4,複勝,5,120,
251130,21,4,２連単,1-5,400,2
251130,21,4,２連複,1-5,320,2
251130,21,4,拡連複,1-5,130,1
251130,21,4,拡連複,1-3,230,3
251130,21,4,拡連複,3-5,730,12
251130,21,4,３連単,1-5-3,1940,9
251130,21,4,３連複,1-3-5,950,6
251130,21,5,単勝,3,190,
251130,21,5,複勝,3,130,
251130,21,5,複勝,2,170,
251130,21,5,２連単,3-2,760,4
251130,21,5,２連複,2-3,490,2
251130,21,5,拡連複,2-3,170,3
251130,21,5,拡連複,1-3,130,2
251130,21,5,拡連複,1-2,100,1
251130,21,5,３連単,3-2-1,1280,4
251130,21,5,３連複,1-2-3,180,1
251130,21,6,単勝,3,240,
251130,21,6,複勝,3,210,
251130,21,6,複勝,2,120,
251130,21,6,２連単,3-2,790,1
251130,21,6,２連複,2-3,550,1
251130,21,6,拡連複,2-3,250,2
251130,21,6,拡連複,1-3,350,7
251130,21,6,拡連複,1-2,280,4
251130,21,6,３連単,3-2-1,3770,7
251130,21,6,３連複,1-2-3,820,2
251130,21,7,単勝,4,530,
251130,21,7,複勝,4,170,
251130,21,7,複勝,2,110,
251130,21,7,２連単,4-2,910,5
251130,21,7,２連複,2-4,260,1
251130,21,7,拡連複,2-4,210,3
251130,21,7,拡連複,4-6,280,5
251130,21,7,拡連複,2-6,280,4
251130,21,7,３連単,4-2-6,2160,8
251130,21,7,３連複,2-4-6,560,2
251130,21,8,単勝,1,270,
251130,21,8,複勝,1,110,
251130,21,8,複勝,4,150,
251130,21,8,２連単,1-4,450,1
251130,21,8,２連複,1-4,360,1
251130,21,8,拡連複,1-4,160,2
251130,21,8,拡連複,1-2,130,1
251130,21,8,拡連複,2-4,210,4
251130,21,8,３連単,1-4-2,1140,1
251130,21,8,３連複,1-2-4,330,1
251130,21,9,単勝,2,180,
251130,21,9,複勝,2,100,
251130,21,9,複勝,3,170,
251130,21,9,２連単,2-3,410,1
251130,21,9,２連複,2-3,240,1
251130,21,9,拡連複,2-3,130,1
251130,21,9,拡連複,2-5,180,3
251130,21,9,拡連複,3-5,370,8
251130,21,9,３連単,2-3-5,880,2
251130,21,9,３連複,2-3-5,520,3
251130,21,10,単勝,3,870,
251130,21,10,複勝,3,280,
251130,21,10,複勝,1,100,
251130,21,10,２連単,3-1,2660,9
251130,21,10,２連複,1-3,660,3
251130,21,10,拡連複,1-3,200,4
251130,21,10,拡連複,2-3,360,6
251130,21,10,拡連複,1-2,110,1
251130,21,10,３連単,3-1-2,8740,34
251130,21,10,３連複,1-2-3,520,2
251130,21,11,単勝,1,130,
251130,21,11,複勝,1,100,
251130,21,11,複勝,2,160,
251130,21,11,２連単,1-2,380,1
251130,21,11,２連複,1-2,270,1
251130,21,11,拡連複,1-2,110,1
251130,21,11,拡連複,1-4,140,2
251130,21,11,拡連複,2-4,260,5
251130,21,11,３連単,1-2-4,960,2
251130,21,11,３連複,1-2-4,400,2
251130,21,12,単勝,1,150,
251130,21,12,複勝,1,100,
251130,21,12,複勝,5,420,
251130,21,12,２連単,1-5,1250,4
251130,21,12,２連複,1-5,730,4
251130,21,12,拡連複,1-5,360,5
251130,21,12,拡連複,1-4,300,3
251130,21,12,拡連複,4-5,700,11
251130,21,12,３連単,1-5-4,4640,16
251130,21,12,３連複,1-4-5,1200,6
251130,20,1,単勝,1,240,
251130,20,1,複勝,1,230,
251130,20,1,複勝,4,500,
251130,20,1,２連単,1-4,1540,7
251130,20,1,２連複,1-4,950,6
251130,20,1,拡連複,1-4,410,6
251130,20,1,拡連複,1-5,600,7
251130,20,1,拡連複,4-5,600,7
251130,20,1,３連単,1-4-5,6960,28
251130,20,1,３連複,1-4-5,2620,10
251130,20,2,単勝,5,450,
251130,20,2,複勝,5,200,
251130,20,2,複勝,1,150,
251130,20,2,２連単,5-1,1360,7
251130,20,2,２連複,1-5,440,2
251130,20,2,拡連複,1-5,370,4
251130,20,2,拡連複,5-6,1120,12
251130,20,2,拡連複,1-6,890,8
251130,20,2,３連単,5-1-6,8050,27
251130,20,2,３連複,1-5-6,2590,9
251130,20,3,単勝,4,140,
251130,20,3,複勝,4,100,
251130,20,3,複勝,5,210,
251130,20,3,２連単,4-5,350,1
251130,20,3,２連複,4-5,340,1
251130,20,3,拡連複,4-5,130,1
251130,20,3,拡連複,3-4,190,3
251130,20,3,拡連複,3-5,310,5
251130,20,3,３連単,4-5-3,1670,2
251130,20,3,３連複,3-4-5,670,3
251130,20,4,単勝,3,510,
251130,20,4,複勝,3,280,
251130,20,4,複勝,4,360,
251130,20,4,２連単,3-4,6300,11
251130,20,4,２連複,3-4,2700,6
251130,20,4,拡連複,3-4,930,12
251130,20,4,拡連複,1-3,130,1
251130,20,4,拡連複,1-4,500,7
251130,20,4,３連単,3-4-1,12620,29
251130,20,4,３連複,1-3-4,1050,4
251130,20,5,単勝,1,130,
251130,20,5,複勝,1,100,
251130,20,5,複勝,2,100,
251130,20,5,２連単,1-2,210,1
251130,20,5,２連複,1-2,160,1
251130,20,5,拡連複,1-2,100,1
251130,20,5,拡連複,1-6,880,11
251130,20,5,拡連複,2-6,1630,12
251130,20,5,３連単,1-2-6,3810,12
251130,20,5,３連複,1-2-6,3250,7
251130,20,6,単勝,1,130,
251130,20,6,複勝,1,100,
251130,20,6,複勝,2,330,
251130,20,6,２連単,1-2,420,2
251130,20,6,２連複,1-2,800,3
251130,20,6,拡連複,1-2,160,2
251130,20,6,拡連複,1-5,110,1
251130,20,6,拡連複,2-5,480,9
251130,20,6,３連単,1-2-5,1210,5
251130,20,6,３連複,1-2-5,520,3
251130,20,7,単勝,1,160,
251130,20,7,複勝,1,100,
251130,20,7,複勝,5,140,
251130,20,7,２連単,1-5,300,1
251130,20,7,２連複,1-5,220,1
251130,20,7,拡連複,1-5,130,1
251130,20,7,拡連複,1-3,280,6
251130,20,7,拡連複,3-5,360,7
251130,20,7,３連単,1-5-3,1630,5
251130,20,7,３連複,1-3-5,530,3
251130,20,8,単勝,1,130,
251130,20,8,複勝,1,100,
251130,20,8,複勝,4,240,
251130,20,8,２連単,1-4,1130,4
251130,20,8,２連複,1-4,750,3
251130,20,8,拡連複,1-4,190,3
251130,20,8,拡連複,1-5,150,2
251130,20,8,拡連複,4-5,780,11
251130,20,8,３連単,1-4-5,3220,10
251130,20,8,３連複,1-4-5,1250,5
251130,20,9,単勝,1,100,
251130,20,9,複勝,1,100,
251130,20,9,複勝,5,620,
251130,20,9,２連単,1-5,1110,4
251130,20,9,２連複,1-5,710,3
251130,20,9,拡連複,1-5,180,4
251130,20,9,拡連複,1-2,100,1
251130,20,9,拡連複,2-5,210,5
251130,20,9,３連単,1-5-2,1550,5
251130,20,9,３連複,1-2-5,530,3
251130,20,10,単勝,5,950,
251130,20,10,複勝,5,320,
251130,20,10,複勝,1,110,
251130,20,10,２連単,5-1,1930,7
251130,20,10,２連複,1-5,530,3
251130,20,10,拡連複,1-5,300,3
251130,20,10,拡連複,3-5,600,10
251130,20,10,拡連複,1-3,250,2
251130,20,10,３連単,5-1-3,15080,39
251130,20,10,３連複,1-3-5,900,5
251130,20,11,単勝,1,170,
251130,20,11,複勝,1,160,
251130,20,11,複勝,3,210,
251130,20,11,２連単,1-3,490,2
251130,20,11,２連複,1-3,370,1
251130,20,11,拡連複,1-3,190,2
251130,20,11,拡連複,1-4,250,4
251130,20,11,拡連複,3-4,370,9
251130,20,11,３連単,1-3-4,1510,3
251130,20,11,３連複,1-3-4,790,3
251130,20,12,単勝,1,110,
251130,20,12,複勝,1,100,
251130,20,12,複勝,3,560,
251130,20,12,２連単,1-3,350,2
251130,20,12,２連複,1-3,450,2
251130,20,12,拡連複,1-3,210,3
251130,20,12,拡連複,1-4,130,2
251130,20,12,拡連複,3-4,500,8
251130,20,12,３連単,1-3-4,1350,6
251130,20,12,３連複,1-3-4,690,4
251130,18,1,単勝,1,110,
251130,18,1,複勝,1,100,
251130,18,1,複勝,2,150,
251130,18,1,２連単,1-2,210,1
251130,18,1,２連複,1-2,250,1
251130,18,1,拡連複,1-2,130,2
251130,18,1,拡連複,1-3,120,1
251130,18,1,拡連複,2-3,260,5
251130,18,1,３連単,1-2-3,530,1
251130,18,1,３連複,1-2-3,310,1
251130,18,2,単勝,1,120,
251130,18,2,複勝,1,100,
251130,18,2,複勝,3,210,
251130,18,2,２連単,1-3,380,3
251130,18,2,２連複,1-3,250,1
251130,18,2,拡連複,1-3,150,3
251130,18,2,拡連複,1-4,140,1
251130,18,2,拡連複,3-4,210,5
251130,18,2,３連単,1-3-4,730,2
251130,18,2,３連複,1-3-4,360,2
251130,18,3,単勝,1,120,
251130,18,3,複勝,1,100,
251130,18,3,複勝,4,210,
251130,18,3,２連単,1-4,1360,5
251130,18,3,２連複,1-4,790,3
251130,18,3,拡連複,1-4,250,5
251130,18,3,拡連複,1-2,120,1
251130,18,3,拡連複,2-4,320,7
251130,18,3,３連単,1-4-2,1680,6
251130,18,3,３連複,1-2-4,320,2
251130,18,4,単勝,1,110,
251130,18,4,複勝,1,100,
251130,18,4,複勝,6,140,
251130,18,4,２連単,1-6,370,2
251130,18,4,２連複,1-6,350,2
251130,18,4,拡連複,1-6,140,2
251130,18,4,拡連複,1-4,130,1
251130,18,4,拡連複,4-6,230,4
251130,18,4,３連単,1-6-4,790,2
251130,18,4,３連複,1-4-6,300,1
251130,18,5,単勝,1,230,
251130,18,5,複勝,1,220,
251130,18,5,複勝,2,180,
251130,18,5,２連単,1-2,370,1
251130,18,5,２連複,1-2,270,1
251130,18,5,拡連複,1-2,150,2
251130,18,5,拡連複,1-4,160,3
251130,18,5,拡連複,2-4,120,1
251130,18,5,３連単,1-2-4,900,1
251130,18,5,３連複,1-2-4,300,1
251130,18,6,単勝,3,170,
251130,18,6,複勝,3,100,
251130,18,6,複勝,1,100,
251130,18,6,２連単,3-1,520,2
251130,18,6,２連複,1-3,190,1
251130,18,6,拡連複,1-3,180,2
251130,18,6,拡連複,3-5,330,4
251130,18,6,拡連複,1-5,340,5
251130,18,6,３連単,3-1-5,1510,6
251130,18,6,３連複,1-3-5,380,2
251130,18,7,単勝,1,150,
251130,18,7,複勝,1,100,
251130,18,7,複勝,2,100,
251130,18,7,２連単,1-2,270,1
251130,18,7,２連複,1-2,200,1
251130,18,7,拡連複,1-2,170,3
251130,18,7,拡連複,1-6,240,5
251130,18,7,拡連複,2-6,370,6
251130,18,7,３連単,1-2-6,990,3
251130,18,7,３連複,1-2-6,480,2
251130,18,8,単勝,1,170,
251130,18,8,複勝,1,100,
251130,18,8,複勝,4,110,
251130,18,8,２連単,1-4,250,1
251130,18,8,２連複,1-4,300,1
251130,18,8,拡連複,1-4,180,2
251130,18,8,拡連複,1-6,200,4
251130,18,8,拡連複,4-6,190,3
251130,18,8,３連単,1-4-6,560,1
251130,18,8,３連複,1-4-6,200,1
251130,18,9,単勝,1,120,
251130,18,9,複勝,1,100,
251130,18,9,複勝,2,100,
251130,18,9,２連単,1-2,230,1
251130,18,9,２連複,1-2,210,1
251130,18,9,拡連複,1-2,140,2
251130,18,9,拡連複,1-3,140,1
251130,18,9,拡連複,2-3,400,7
251130,18,9,３連単,1-2-3,600,1
251130,18,9,３連複,1-2-3,320,1
251130,18,10,単勝,1,130,
251130,18,10,複勝,1,100,
251130,18,10,複勝,3,230,
251130,18,10,２連単,1-3,260,1
251130,18,10,２連複,1-3,270,2
251130,18,10,拡連複,1-3,150,1
251130,18,10,拡連複,1-5,310,5
251130,18,10,拡連複,3-5,690,10
251130,18,10,３連単,1-3-5,1730,9
251130,18,10,３連複,1-3-5,1070,6
251130,18,11,単勝,1,130,
251130,18,11,複勝,1,100,
251130,18,11,複勝,3,200,
251130,18,11,２連単,1-3,390,2
251130,18,11,２連複,1-3,440,2
251130,18,11,拡連複,1-3,180,2
251130,18,11,拡連複,1-5,200,4
251130,18,11,拡連複,3-5,200,3
251130,18,11,３連単,1-3-5,1250,5
251130,18,11,３連複,1-3-5,730,3
251130,18,12,単勝,1,110,
251130,18,12,複勝,1,100,
251130,18,12,複勝,2,170,
251130,18,12,２連単,1-2,200,1
251130,18,12,２連複,1-2,250,2
251130,18,12,拡連複,1-2,130,1
251130,18,12,拡連複,1-5,300,5
251130,18,12,拡連複,2-5,680,10
251130,18,12,３連単,1-2-5,1370,6
251130,18,12,３連複,1-2-5,900,5
251130,15,1,単勝,2,480,
251130,15,1,複勝,2,150,
251130,15,1,複勝,1,150,
251130,15,1,２連単,2-1,1050,3
251130,15,1,２連複,1-2,290,1
251130,15,1,拡連複,1-2,170,2
251130,15,1,拡連複,2-3,320,6
251130,15,1,拡連複,1-3,180,3
251130,15,1,３連単,2-1-3,2060,6
251130,15,1,３連複,1-2-3,550,1
251130,15,2,単勝,4,650,
251130,15,2,複勝,4,160,
251130,15,2,複勝,3,100,
251130,15,2,２連単,4-3,1360,7
251130,15,2,２連複,3-4,730,4
251130,15,2,拡連複,3-4,160,2
251130,15,2,拡連複,4-6,360,7
251130,15,2,拡連複,3-6,320,6
251130,15,2,３連単,4-3-6,5490,18
251130,15,2,３連複,3-4-6,1640,6
251130,15,3,単勝,3,230,
251130,15,3,複勝,3,130,
251130,15,3,複勝,5,1050,
251130,15,3,２連単,3-5,1860,8
251130,15,3,２連複,3-5,1320,5
251130,15,3,拡連複,3-5,260,4
251130,15,3,拡連複,3-4,230,3
251130,15,3,拡連複,4-5,400,6
251130,15,3,３連単,3-5-4,4580,14
251130,15,3,３連複,3-4-5,830,4
251130,15,4,単勝,4,190,
251130,15,4,複勝,4,170,
251130,15,4,複勝,6,140,
251130,15,4,２連単,4-6,740,2
251130,15,4,２連複,4-6,540,3
251130,15,4,拡連複,4-6,170,1
251130,15,4,拡連複,2-4,220,3
251130,15,4,拡連複,2-6,260,5
251130,15,4,３連単,4-6-2,1740,2
251130,15,4,３連複,2-4-6,440,2
251130,15,5,単勝,5,620,
251130,15,5,複勝,5,170,
251130,15,5,複勝,2,130,
251130,15,5,２連単,5-2,690,5
251130,15,5,２連複,2-5,370,3
251130,15,5,拡連複,2-5,120,2
251130,15,5,拡連複,1-5,140,3
251130,15,5,拡連複,1-2,100,1
251130,15,5,３連単,5-2-1,1490,6
251130,15,5,３連複,1-2-5,150,1
251130,15,6,単勝,5,110,
251130,15,6,複勝,5,160,
251130,15,6,複勝,1,130,
251130,15,6,２連単,5-1,690,3
251130,15,6,２連複,1-5,300,1
251130,15,6,拡連複,1-5,160,1
251130,15,6,拡連複,5-6,240,4
251130,15,6,拡連複,1-6,190,2
251130,15,6,３連単,5-1-6,1310,2
251130,15,6,３連複,1-5-6,310,1
251130,15,7,単勝,1,160,
251130,15,7,複勝,1,150,
251130,15,7,複勝,2,330,
251130,15,7,２連単,1-2,1100,5
251130,15,7,２連複,1-2,1040,4
251130,15,7,拡連複,1-2,270,5
251130,15,7,拡連複,1-4,160,2
251130,15,7,拡連複,2-4,490,8
251130,15,7,３連単,1-2-4,2800,11
251130,15,7,３連複,1-2-4,830,3
251130,15,8,単勝,1,100,
251130,15,8,複勝,1,100,
251130,15,8,複勝,6,500,
251130,15,8,２連単,1-6,3030,7
251130,15,8,２連複,1-6,4160,7
251130,15,8,拡連複,1-6,790,8
251130,15,8,拡連複,1-5,240,3
251130,15,8,拡連複,5-6,1830,13
251130,15,8,３連単,1-6-5,11610,22
251130,15,8,３連複,1-5-6,3610,9
251130,15,9,単勝,1,120,
251130,15,9,複勝,1,100,
251130,15,9,複勝,3,190,
251130,15,9,２連単,1-3,220,1
251130,15,9,２連複,1-3,240,1
251130,15,9,拡連複,1-3,120,1
251130,15,9,拡連複,1-4,130,2
251130,15,9,拡連複,3-4,180,4
251130,15,9,３連単,1-3-4,480,1
251130,15,9,３連複,1-3-4,230,1
251130,15,10,単勝,4,650,
251130,15,10,複勝,4,100,
251130,15,10,複勝,2,100,
251130,15,10,２連単,4-2,520,2
251130,15,10,２連複,2-4,220,1
251130,15,10,拡連複,2-4,100,1
251130,15,10,拡連複,3-4,170,4
251130,15,10,拡連複,2-3,110,2
251130,15,10,３連単,4-2-3,2210,8
251130,15,10,３連複,2-3-4,290,1
251130,15,11,単勝,1,130,
251130,15,11,複勝,1,100,
251130,15,11,複勝,2,130,
251130,15,11,２連単,1-2,300,1
251130,15,11,２連複,1-2,370,4
251130,15,11,拡連複,1-2,120,1
251130,15,11,拡連複,1-5,140,2
251130,15,11,拡連複,2-5,210,5
251130,15,11,３連単,1-2-5,690,1
251130,15,11,３連複,1-2-5,320,1
251130,15,12,単勝,1,100,
251130,15,12,複勝,1,100,
251130,15,12,複勝,2,110,
251130,15,12,２連単,1-2,200,1
251130,15,12,２連複,1-2,170,1
251130,15,12,拡連複,1-2,140,1
251130,15,12,拡連複,1-5,370,6
251130,15,12,拡連複,2-5,890,11
251130,15,12,３連単,1-2-5,1040,5
251130,15,12,３連複,1-2-5,660,4
251130,12,1,単勝,4,220,
251130,12,1,複勝,4,130,
251130,12,1,複勝,3,190,
251130,12,1,２連単,4-3,650,2
251130,12,1,２連複,3-4,360,1
251130,12,1,拡連複,3-4,130,1
251130,12,1,拡連複,1-4,150,2
251130,12,1,拡連複,1-3,180,4
251130,12,1,３連単,4-3-1,1550,1
251130,12,1,３連複,1-3-4,260,1
251130,12,2,単勝,5,310,
251130,12,2,複勝,5,120,
251130,12,2,複勝,1,100,
251130,12,2,２連単,5-1,700,3
251130,12,2,２連複,1-5,350,2
