hd,jcd,rno,shiki,combo,payout,ninki
250930,15,10,拡連複,2-3,210,5
250930,15,10,３連単,1-3-2,670,2
250930,15,10,３連複,1-2-3,260,1
250930,15,11,単勝,1,120,
250930,15,11,複勝,1,100,
250930,15,11,複勝,4,120,
250930,15,11,２連単,1-4,360,2
250930,15,11,２連複,1-4,340,2
250930,15,11,拡連複,1-4,130,1
250930,15,11,拡連複,1-2,160,3
250930,15,11,拡連複,2-4,240,5
250930,15,11,３連単,1-4-2,970,2
250930,15,11,３連複,1-2-4,280,1
250930,15,12,単勝,1,110,
250930,15,12,複勝,1,140,
250930,15,12,複勝,5,810,
250930,15,12,２連単,1-5,1050,4
250930,15,12,２連複,1-5,1130,4
250930,15,12,拡連複,1-5,360,6
250930,15,12,拡連複,1-4,220,3
250930,15,12,拡連複,4-5,1050,12
250930,15,12,３連単,1-5-4,6520,19
250930,15,12,３連複,1-4-5,1200,5
250930,14,1,単勝,1,100,
250930,14,1,複勝,1,100,
250930,14,1,複勝,6,200,
250930,14,1,２連単,1-6,580,3
250930,14,1,２連複,1-6,530,3
250930,14,1,拡連複,1-6,140,2
250930,14,1,拡連複,1-2,150,3
250930,14,1,拡連複,2-6,290,4
250930,14,1,３連単,1-6-2,1270,5
250930,14,1,３連複,1-2-6,370,2
250930,14,2,単勝,5,340,
250930,14,2,複勝,5,160,
250930,14,2,複勝,3,190,
250930,14,2,２連単,5-3,1320,4
250930,14,2,２連複,3-5,450,2
250930,14,2,拡連複,3-5,240,2
