hd,jcd,rno,shiki,combo,payout,ninki
260721,23,6,３連単,1-2-3,770,1
260721,23,6,３連複,1-2-3,190,1
260721,23,7,単勝,2,440,
260721,23,7,複勝,2,140,
260721,23,7,複勝,5,200,
260721,23,7,２連単,2-5,1760,8
260721,23,7,２連複,2-5,790,4
260721,23,7,拡連複,2-5,170,2
260721,23,7,拡連複,1-2,180,3
260721,23,7,拡連複,1-5,150,1
260721,23,7,３連単,2-5-1,5000,22
260721,23,7,３連複,1-2-5,320,1
260721,23,8,単勝,4,140,
260721,23,8,複勝,4,100,
260721,23,8,複勝,1,100,
260721,23,8,２連単,4-1,280,1
260721,23,8,２連複,1-4,220,1
260721,23,8,拡連複,1-4,120,1
260721,23,8,拡連複,2-4,160,3
260721,23,8,拡連複,1-2,180,5
260721,23,8,３連単,4-1-2,830,1
260721,23,8,３連複,1-2-4,270,1
260721,23,9,単勝,2,290,
260721,23,9,複勝,2,180,
260721,23,9,複勝,1,110,
260721,23,9,２連単,2-1,1020,6
260721,23,9,２連複,1-2,560,5
260721,23,9,拡連複,1-2,150,2
260721,23,9,拡連複,2-4,140,1
260721,23,9,拡連複,1-4,180,4
260721,23,9,３連単,2-1-4,2220,11
260721,23,9,３連複,1-2-4,710,4
260721,23,10,単勝,1,140,
260721,23,10,複勝,1,140,
260721,23,10,複勝,3,130,
260721,23,10,２連単,1-3,590,3
260721,23,10,２連複,1-3,430,2
260721,23,10,拡連複,1-3,110,1
260721,23,10,拡連複,1-4,310,5
260721,23,10,拡連複,3-4,1150,13
260721,23,10,３連単,1-3-4,3100,12
260721,23,10,３連複,1-3-4,1330,6
260721,23,11,単勝,1,200,
260721,23,11,複勝,1,120,
260721,23,11,複勝,2,160,
260721,23,11,２連単,1-2,410,2
260721,23,11,２連複,1-2,160,1
260721,23,11,拡連複,1-2,170,2
260721,23,11,拡連複,1-3,360,5
260721,23,11,拡連複,2-3,250,4
260721,23,11,３連単,1-2-3,840,1
260721,23,11,３連複,1-2-3,350,1
260721,23,12,単勝,1,150,
260721,23,12,複勝,1,100,
260721,23,12,複勝,5,210,
260721,23,12,２連単,1-5,550,3
260721,23,12,２連複,1-5,520,3
260721,23,12,拡連複,1-5,110,2
260721,23,12,拡連複,1-3,110,1
260721,23,12,拡連複,3-5,400,7
260721,23,12,３連単,1-5-3,1870,8
260721,23,12,３連複,1-3-5,550,2
260721,10,1,単勝,1,120,
260721,10,1,複勝,1,100,
260721,10,1,複勝,4,210,
260721,10,1,２連単,1-4,870,3
260721,10,1,２連複,1-4,290,2
260721,10,1,拡連複,1-4,180,3
260721,10,1,拡連複,1-2,140,1
260721,10,1,拡連複,2-4,430,8
260721,10,1,３連単,1-4-2,1310,5
260721,10,1,３連複,1-2-4,340,2
260721,10,2,単勝,1,120,
260721,10,2,複勝,1,110,
260721,10,2,複勝,3,190,
260721,10,2,２連単,1-3,360,2
260721,10,2,２連複,1-3,330,2
260721,10,2,拡連複,1-3,110,1
260721,10,2,拡連複,1-2,130,2
260721,10,2,拡連複,2-3,230,4
260721,10,2,３連単,1-3-2,770,3
260721,10,2,３連複,1-2-3,300,1
260721,10,3,単勝,6,1700,
260721,10,3,複勝,6,980,
260721,10,3,複勝,3,180,
260721,10,3,２連単,6-3,8910,16
260721,10,3,２連複,3-6,1420,5
260721,10,3,拡連複,3-6,440,6
260721,10,3,拡連複,4-6,1220,13
260721,10,3,拡連複,3-4,380,5
260721,10,3,３連単,6-3-4,74020,90
260721,10,3,３連複,3-4-6,2220,6
260721,10,4,単勝,1,130,
260721,10,4,複勝,1,100,
260721,10,4,複勝,5,430,
260721,10,4,２連単,1-5,840,5
260721,10,4,２連複,1-5,620,4
260721,10,4,拡連複,1-5,100,1
260721,10,4,拡連複,1-4,180,3
260721,10,4,拡連複,4-5,480,7
260721,10,4,３連単,1-5-4,2140,10
260721,10,4,３連複,1-4-5,630,3
260721,10,5,単勝,5,360,
260721,10,5,複勝,5,200,
260721,10,5,複勝,2,260,
260721,10,5,２連単,5-2,2640,13
260721,10,5,２連複,2-5,1110,6
260721,10,5,拡連複,2-5,200,2
260721,10,5,拡連複,5-6,200,3
260721,10,5,拡連複,2-6,240,4
260721,10,5,３連単,5-2-6,3760,13
260721,10,5,３連複,2-5-6,590,2
260721,10,6,単勝,4,310,
260721,10,6,複勝,4,200,
260721,10,6,複勝,3,230,
260721,10,6,２連単,4-3,1170,5
260721,10,6,２連複,3-4,1300,5
260721,10,6,拡連複,3-4,290,4
260721,10,6,拡連複,4-5,270,3
260721,10,6,拡連複,3-5,500,8
260721,10,6,３連単,4-3-5,3440,16
260721,10,6,３連複,3-4-5,1080,4
260721,10,7,単勝,1,330,
260721,10,7,複勝,1,330,
260721,10,7,複勝,5,350,
260721,10,7,２連単,1-5,1390,6
260721,10,7,２連複,1-5,1240,8
260721,10,7,拡連複,1-5,350,6
260721,10,7,拡連複,1-2,320,5
260721,10,7,拡連複,2-5,140,1
260721,10,7,３連単,1-5-2,6200,30
260721,10,7,３連複,1-2-5,860,3
260721,10,8,単勝,3,600,
260721,10,8,複勝,3,230,
260721,10,8,複勝,2,170,
260721,10,8,２連単,3-2,1420,6
260721,10,8,２連複,2-3,380,2
260721,10,8,拡連複,2-3,160,2
260721,10,8,拡連複,3-4,200,3
260721,10,8,拡連複,2-4,120,1
260721,10,8,３連単,3-2-4,2430,7
260721,10,8,３連複,2-3-4,290,1
260721,10,9,単勝,3,800,
260721,10,9,複勝,3,750,
260721,10,9,複勝,5,1080,
260721,10,9,２連単,3-5,5980,19
260721,10,9,２連複,3-5,3610,11
260721,10,9,拡連複,3-5,670,10
260721,10,9,拡連複,3-4,510,8
260721,10,9,拡連複,4-5,420,7
260721,10,9,３連単,3-5-4,14410,54
260721,10,9,３連複,3-4-5,2790,9
260721,10,10,単勝,1,220,
260721,10,10,複勝,1,110,
260721,10,10,複勝,4,140,
260721,10,10,２連単,1-4,560,1
260721,10,10,２連複,1-4,260,1
260721,10,10,拡連複,1-4,190,2
260721,10,10,拡連複,1-6,890,14
260721,10,10,拡連複,4-6,430,7
260721,10,10,３連単,1-4-6,2990,8
260721,10,10,３連複,1-4-6,1110,5
260721,10,11,単勝,1,120,
260721,10,11,複勝,1,110,
260721,10,11,複勝,4,410,
260721,10,11,２連単,1-4,570,3
260721,10,11,２連複,1-4,660,3
260721,10,11,拡連複,1-4,180,3
260721,10,11,拡連複,1-2,210,4
260721,10,11,拡連複,2-4,610,8
260721,10,11,３連単,1-4-2,1910,8
260721,10,11,３連複,1-2-4,590,3
260721,10,12,単勝,3,860,
260721,10,12,複勝,3,740,
260721,10,12,複勝,5,900,
260721,10,12,２連単,3-5,6060,11
260721,10,12,２連複,3-5,4180,7
260721,10,12,拡連複,3-5,830,8
260721,10,12,拡連複,1-3,260,2
260721,10,12,拡連複,1-5,460,5
260721,10,12,３連単,3-5-1,23240,33
260721,10,12,３連複,1-3-5,1000,5
260720,22,1,単勝,1,170,
260720,22,1,複勝,1,100,
260720,22,1,複勝,4,270,
260720,22,1,２連単,1-4,520,2
260720,22,1,２連複,1-4,480,2
260720,22,1,拡連複,1-4,180,2
260720,22,1,拡連複,1-2,160,1
260720,22,1,拡連複,2-4,280,5
260720,22,1,３連単,1-4-2,1530,3
260720,22,1,３連複,1-2-4,330,1
260720,22,2,単勝,1,170,
260720,22,2,複勝,1,180,
260720,22,2,複勝,3,290,
260720,22,2,２連単,1-3,860,3
260720,22,2,２連複,1-3,630,3
260720,22,2,拡連複,1-3,290,5
260720,22,2,拡連複,1-2,180,1
260720,22,2,拡連複,2-3,250,2
260720,22,2,３連単,1-3-2,1800,5
260720,22,2,３連複,1-2-3,340,1
260720,22,3,単勝,2,380,
260720,22,3,複勝,2,300,
260720,22,3,複勝,4,130,
260720,22,3,２連単,2-4,890,3
260720,22,3,２連複,2-4,470,3
260720,22,3,拡連複,2-4,210,1
260720,22,3,拡連複,2-3,530,10
260720,22,3,拡連複,3-4,420,7
260720,22,3,３連単,2-4-3,5280,23
260720,22,3,３連複,2-3-4,1930,8
260720,22,4,単勝,3,390,
260720,22,4,複勝,3,600,
260720,22,4,複勝,4,2170,
260720,22,4,２連単,3-4,4000,14
260720,22,4,２連複,3-4,2640,9
260720,22,4,拡連複,3-4,600,8
260720,22,4,拡連複,1-3,240,3
260720,22,4,拡連複,1-4,600,8
260720,22,4,３連単,3-4-1,15200,53
260720,22,4,３連複,1-3-4,1910,7
260720,22,5,単勝,3,570,
260720,22,5,複勝,3,250,
260720,22,5,複勝,1,130,
260720,22,5,２連単,3-1,1190,4
260720,22,5,２連複,1-3,320,1
260720,22,5,拡連複,1-3,160,2
260720,22,5,拡連複,2-3,410,7
260720,22,5,拡連複,1-2,200,3
260720,22,5,３連単,3-1-2,4950,15
260720,22,5,３連複,1-2-3,460,2
260720,22,6,単勝,6,4180,
260720,22,6,複勝,6,1640,
260720,22,6,複勝,4,210,
260720,22,6,２連単,6-4,25370,29
260720,22,6,２連複,4-6,9660,13
260720,22,6,拡連複,4-6,1690,15
260720,22,6,拡連複,2-6,1220,12
260720,22,6,拡連複,2-4,500,9
260720,22,6,３連単,6-4-2,172720,116
260720,22,6,３連複,2-4-6,9240,20
260720,22,7,単勝,5,500,
260720,22,7,複勝,5,180,
260720,22,7,複勝,2,190,
260720,22,7,２連単,5-2,1790,12
260720,22,7,２連複,2-5,980,6
260720,22,7,拡連複,2-5,300,6
260720,22,7,拡連複,1-5,280,4
260720,22,7,拡連複,1-2,280,3
260720,22,7,３連単,5-2-1,7920,43
260720,22,7,３連複,1-2-5,1030,5
260720,22,8,単勝,1,160,
260720,22,8,複勝,1,100,
260720,22,8,複勝,4,260,
260720,22,8,２連単,1-4,600,2
260720,22,8,２連複,1-4,410,2
260720,22,8,拡連複,1-4,360,3
260720,22,8,拡連複,1-6,710,8
260720,22,8,拡連複,4-6,360,4
260720,22,8,３連単,1-4-6,3130,12
260720,22,8,３連複,1-4-6,1840,9
260720,22,9,単勝,1,260,
260720,22,9,複勝,1,120,
260720,22,9,複勝,3,170,
260720,22,9,２連単,1-3,1030,4
260720,22,9,２連複,1-3,1210,7
260720,22,9,拡連複,1-3,300,6
260720,22,9,拡連複,1-4,170,2
260720,22,9,拡連複,3-4,180,3
260720,22,9,３連単,1-3-4,2100,5
260720,22,9,３連複,1-3-4,540,2
260720,22,10,単勝,1,100,
260720,22,10,複勝,1,100,
260720,22,10,複勝,3,140,
260720,22,10,２連単,1-3,230,1
260720,22,10,２連複,1-3,270,1
260720,22,10,拡連複,1-3,150,1
260720,22,10,拡連複,1-4,320,5
260720,22,10,拡連複,3-4,1030,14
260720,22,10,３連単,1-3-4,2240,8
260720,22,10,３連複,1-3-4,1100,7
260720,22,11,単勝,1,120,
260720,22,11,複勝,1,100,
260720,22,11,複勝,2,130,
260720,22,11,２連単,1-2,170,1
260720,22,11,２連複,1-2,200,1
260720,22,11,拡連複,1-2,110,1
260720,22,11,拡連複,1-3,150,2
260720,22,11,拡連複,2-3,240,4
260720,22,11,３連単,1-2-3,500,1
260720,22,11,３連複,1-2-3,260,1
260720,22,12,単勝,4,500,
260720,22,12,複勝,4,540,
260720,22,12,複勝,5,1800,
260720,22,12,２連単,4-5,1300,5
260720,22,12,２連複,4-5,1140,4
260720,22,12,拡連複,4-5,310,5
260720,22,12,拡連複,1-4,120,1
260720,22,12,拡連複,1-5,430,8
260720,22,12,３連単,4-5-1,3120,11
260720,22,12,３連複,1-4-5,550,3
260720,20,1,単勝,1,150,
260720,20,1,複勝,1,240,
260720,20,1,複勝,3,540,
260720,20,1,２連単,1-3,640,3
260720,20,1,２連複,1-3,1250,7
260720,20,1,拡連複,1-3,150,2
260720,20,1,拡連複,1-2,120,1
260720,20,1,拡連複,2-3,360,7
260720,20,1,３連単,1-3-2,1840,7
260720,20,1,３連複,1-2-3,350,1
260720,20,2,単勝,3,200,
260720,20,2,複勝,3,100,
260720,20,2,複勝,1,180,
260720,20,2,２連単,3-1,660,2
260720,20,2,２連複,1-3,460,1
260720,20,2,拡連複,1-3,180,2
260720,20,2,拡連複,3-4,380,6
260720,20,2,拡連複,1-4,650,10
260720,20,2,３連単,3-1-4,7460,39
260720,20,2,３連複,1-3-4,2110,8
260720,20,3,単勝,1,160,
260720,20,3,複勝,1,100,
260720,20,3,複勝,2,100,
260720,20,3,２連単,1-2,240,1
260720,20,3,２連複,1-2,150,1
260720,20,3,拡連複,1-2,110,1
260720,20,3,拡連複,1-3,200,4
260720,20,3,拡連複,2-3,190,3
260720,20,3,３連単,1-2-3,430,1
260720,20,3,３連複,1-2-3,240,1
260720,20,4,単勝,3,370,
260720,20,4,複勝,3,120,
260720,20,4,複勝,6,100,
260720,20,4,２連単,3-6,1080,5
260720,20,4,２連複,3-6,530,3
260720,20,4,拡連複,3-6,200,5
260720,20,4,拡連複,1-3,160,2
260720,20,4,拡連複,1-6,150,1
260720,20,4,３連単,3-6-1,1760,6
260720,20,4,３連複,1-3-6,190,1
260720,20,5,単勝,1,100,
260720,20,5,複勝,1,100,
260720,20,5,複勝,2,140,
260720,20,5,２連単,1-2,200,1
260720,20,5,２連複,1-2,250,2
260720,20,5,拡連複,1-2,110,1
260720,20,5,拡連複,1-4,120,2
260720,20,5,拡連複,2-4,140,3
260720,20,5,３連単,1-2-4,390,2
260720,20,5,３連複,1-2-4,180,1
260720,20,6,単勝,1,130,
260720,20,6,複勝,1,100,
260720,20,6,複勝,5,150,
260720,20,6,２連単,1-5,470,2
260720,20,6,２連複,1-5,450,2
260720,20,6,拡連複,1-5,110,1
260720,20,6,拡連複,1-3,140,3
260720,20,6,拡連複,3-5,130,2
260720,20,6,３連単,1-5-3,470,1
260720,20,6,３連複,1-3-5,160,1
260720,20,7,単勝,1,110,
260720,20,7,複勝,1,100,
260720,20,7,複勝,3,110,
260720,20,7,２連単,1-3,160,1
260720,20,7,２連複,1-3,150,1
260720,20,7,拡連複,1-3,110,1
260720,20,7,拡連複,1-2,130,2
260720,20,7,拡連複,2-3,210,4
260720,20,7,３連単,1-3-2,350,1
260720,20,7,３連複,1-2-3,160,1
260720,20,8,単勝,2,330,
260720,20,8,複勝,2,270,
260720,20,8,複勝,6,400,
260720,20,8,２連単,2-6,3700,9
260720,20,8,２連複,2-6,1670,7
260720,20,8,拡連複,2-6,410,5
260720,20,8,拡連複,2-3,300,3
260720,20,8,拡連複,3-6,580,8
260720,20,8,３連単,2-6-3,11670,30
260720,20,8,３連複,2-3-6,1870,6
260720,20,9,単勝,1,130,
260720,20,9,複勝,1,100,
260720,20,9,複勝,2,100,
260720,20,9,２連単,1-2,210,1
260720,20,9,２連複,1-2,160,1
260720,20,9,拡連複,1-2,100,1
260720,20,9,拡連複,1-4,180,3
260720,20,9,拡連複,2-4,200,5
260720,20,9,３連単,1-2-4,500,2
260720,20,9,３連複,1-2-4,240,1
260720,20,10,単勝,1,170,
260720,20,10,複勝,1,100,
260720,20,10,複勝,5,170,
260720,20,10,２連単,1-5,640,3
260720,20,10,２連複,1-5,730,3
260720,20,10,拡連複,1-5,250,4
260720,20,10,拡連複,1-3,230,2
260720,20,10,拡連複,3-5,940,12
260720,20,10,３連単,1-5-3,2530,8
260720,20,10,３連複,1-3-5,1270,5
260720,20,11,単勝,1,110,
260720,20,11,複勝,1,100,
260720,20,11,複勝,2,130,
260720,20,11,２連単,1-2,200,1
260720,20,11,２連複,1-2,190,1
260720,20,11,拡連複,1-2,110,1
260720,20,11,拡連複,1-5,210,3
260720,20,11,拡連複,2-5,480,8
260720,20,11,３連単,1-2-5,760,3
260720,20,11,３連複,1-2-5,580,3
260720,20,12,単勝,1,100,
260720,20,12,複勝,1,100,
260720,20,12,複勝,2,320,
260720,20,12,２連単,1-2,440,2
260720,20,12,２連複,1-2,540,3
260720,20,12,拡連複,1-2,290,5
260720,20,12,拡連複,1-3,120,1
260720,20,12,拡連複,2-3,730,15
260720,20,12,３連単,1-2-3,1510,3
260720,20,12,３連複,1-2-3,700,2
260720,19,1,単勝,3,230,
260720,19,1,複勝,3,100,
260720,19,1,複勝,2,260,
260720,19,1,２連単,3-2,950,4
260720,19,1,２連複,2-3,760,3
260720,19,1,拡連複,2-3,190,3
260720,19,1,拡連複,1-3,130,2
260720,19,1,拡連複,1-2,130,1
260720,19,1,３連単,3-2-1,2080,7
260720,19,1,３連複,1-2-3,240,1
260720,19,2,単勝,4,500,
260720,19,2,複勝,4,120,
260720,19,2,複勝,1,170,
260720,19,2,２連単,4-1,1000,5
260720,19,2,２連複,1-4,520,3
260720,19,2,拡連複,1-4,150,3
260720,19,2,拡連複,2-4,140,2
260720,19,2,拡連複,1-2,110,1
260720,19,2,３連単,4-1-2,2590,10
260720,19,2,３連複,1-2-4,240,1
260720,19,3,単勝,3,150,
260720,19,3,複勝,3,100,
260720,19,3,複勝,2,580,
260720,19,3,２連単,3-2,2850,8
260720,19,3,２連複,2-3,1470,6
260720,19,3,拡連複,2-3,330,6
260720,19,3,拡連複,3-5,130,1
260720,19,3,拡連複,2-5,680,9
260720,19,3,３連単,3-2-5,5570,19
260720,19,3,３連複,2-3-5,1610,5
260720,19,4,単勝,1,160,
260720,19,4,複勝,1,120,
260720,19,4,複勝,2,140,
260720,19,4,２連単,1-2,270,1
260720,19,4,２連複,1-2,190,1
260720,19,4,拡連複,1-2,140,1
260720,19,4,拡連複,1-3,240,5
260720,19,4,拡連複,2-3,210,4
260720,19,4,３連単,1-2-3,800,2
260720,19,4,３連複,1-2-3,310,1
260720,19,5,単勝,6,550,
260720,19,5,複勝,6,140,
260720,19,5,複勝,1,110,
260720,19,5,２連単,6-1,1050,4
260720,19,5,２連複,1-6,240,1
260720,19,5,拡連複,1-6,110,1
260720,19,5,拡連複,3-6,240,4
260720,19,5,拡連複,1-3,150,2
260720,19,5,３連単,6-1-3,2550,9
260720,19,5,３連複,1-3-6,240,1
260720,19,6,単勝,3,180,
260720,19,6,複勝,3,100,
260720,19,6,複勝,1,120,
260720,19,6,２連単,3-1,370,2
260720,19,6,２連複,1-3,230,1
260720,19,6,拡連複,1-3,120,1
260720,19,6,拡連複,2-3,180,4
260720,19,6,拡連複,1-2,180,3
260720,19,6,３連単,3-1-2,1500,4
260720,19,6,３連複,1-2-3,310,1
260720,19,7,単勝,3,250,
260720,19,7,複勝,3,140,
260720,19,7,複勝,1,190,
260720,19,7,２連単,3-1,1530,8
260720,19,7,２連複,1-3,770,5
260720,19,7,拡連複,1-3,260,5
260720,19,7,拡連複,3-6,190,2
260720,19,7,拡連複,1-6,250,4
260720,19,7,３連単,3-1-6,3580,18
260720,19,7,３連複,1-3-6,680,4
260720,19,8,単勝,1,100,
260720,19,8,複勝,1,100,
260720,19,8,複勝,5,140,
260720,19,8,２連単,1-5,650,3
260720,19,8,２連複,1-5,720,2
260720,19,8,拡連複,不成立,,
260720,19,8,３連単,1-5-4,380,2
260720,19,8,３連複,不成立,,
260720,19,9,単勝,2,300,
260720,19,9,複勝,2,140,
260720,19,9,複勝,1,140,
260720,19,9,２連単,2-1,560,2
260720,19,9,２連複,1-2,300,1
260720,19,9,拡連複,1-2,130,1
260720,19,9,拡連複,2-6,170,3
260720,19,9,拡連複,1-6,140,2
260720,19,9,３連単,2-1-6,900,2
260720,19,9,３連複,1-2-6,200,1
260720,19,10,単勝,1,120,
260720,19,10,複勝,1,130,
260720,19,10,複勝,2,370,
260720,19,10,２連単,1-2,1000,4
260720,19,10,２連複,1-2,700,3
260720,19,10,拡連複,1-2,240,4
260720,19,10,拡連複,1-6,220,3
260720,19,10,拡連複,2-6,1310,14
260720,19,10,３連単,1-2-6,5190,17
260720,19,10,３連複,1-2-6,2280,9
260720,19,11,単勝,1,100,
260720,19,11,複勝,1,110,
260720,19,11,複勝,2,170,
260720,19,11,２連単,1-2,270,1
260720,19,11,２連複,1-2,170,1
260720,19,11,拡連複,1-2,130,1
260720,19,11,拡連複,1-4,160,2
260720,19,11,拡連複,2-4,240,5
260720,19,11,３連単,1-2-4,770,1
260720,19,11,３連複,1-2-4,330,1
260720,19,12,単勝,6,1240,
260720,19,12,複勝,6,330,
260720,19,12,複勝,2,270,
260720,19,12,２連単,6-2,10930,20
260720,19,12,２連複,2-6,4300,10
260720,19,12,拡連複,2-6,640,7
260720,19,12,拡連複,3-6,700,8
260720,19,12,拡連複,2-3,590,6
260720,19,12,３連単,6-2-3,52130,72
260720,19,12,３連複,2-3-6,3830,11
260720,18,1,単勝,1,110,
260720,18,1,複勝,1,100,
260720,18,1,複勝,2,140,
260720,18,1,２連単,1-2,360,2
260720,18,1,２連複,1-2,290,2
260720,18,1,拡連複,1-2,180,2
260720,18,1,拡連複,1-4,200,4
260720,18,1,拡連複,2-4,500,9
260720,18,1,３連単,1-2-4,1370,5
260720,18,1,３連複,1-2-4,980,4
260720,18,2,単勝,1,140,
260720,18,2,複勝,1,100,
260720,18,2,複勝,2,180,
260720,18,2,２連単,1-2,520,2
260720,18,2,２連複,1-2,500,2
260720,18,2,拡連複,1-2,170,3
260720,18,2,拡連複,1-3,110,1
260720,18,2,拡連複,2-3,370,7
260720,18,2,３連単,1-2-3,900,4
260720,18,2,３連複,1-2-3,260,1
260720,18,3,単勝,3,420,
260720,18,3,複勝,3,230,
260720,18,3,複勝,5,430,
260720,18,3,２連単,3-5,1520,7
260720,18,3,２連複,3-5,620,4
260720,18,3,拡連複,3-5,160,1
260720,18,3,拡連複,3-6,630,9
260720,18,3,拡連複,5-6,310,5
260720,18,3,３連単,3-5-6,5990,20
260720,18,3,３連複,3-5-6,2070,6
260720,18,4,単勝,1,120,
260720,18,4,複勝,1,100,
260720,18,4,複勝,2,100,
260720,18,4,２連単,1-2,190,1
260720,18,4,２連複,1-2,200,1
260720,18,4,拡連複,1-2,110,1
260720,18,4,拡連複,1-5,180,3
260720,18,4,拡連複,2-5,210,5
260720,18,4,３連単,1-2-5,640,2
260720,18,4,３連複,1-2-5,300,2
260720,18,5,単勝,1,100,
260720,18,5,複勝,1,100,
260720,18,5,複勝,2,160,
260720,18,5,２連単,1-2,340,2
260720,18,5,２連複,1-2,200,1
260720,18,5,拡連複,1-2,130,1
260720,18,5,拡連複,1-4,140,3
260720,18,5,拡連複,2-4,180,4
260720,18,5,３連単,1-2-4,640,1
260720,18,5,３連複,1-2-4,320,1
260720,18,6,単勝,1,160,
260720,18,6,複勝,1,100,
260720,18,6,複勝,3,270,
260720,18,6,２連単,1-3,370,1
260720,18,6,２連複,1-3,220,1
260720,18,6,拡連複,1-3,140,2
260720,18,6,拡連複,1-4,140,1
260720,18,6,拡連複,3-4,220,4
260720,18,6,３連単,1-3-4,700,1
260720,18,6,３連複,1-3-4,360,1
260720,18,7,単勝,1,120,
260720,18,7,複勝,1,100,
260720,18,7,複勝,4,220,
260720,18,7,２連単,1-4,360,1
260720,18,7,２連複,1-4,360,2
260720,18,7,拡連複,1-4,210,2
260720,18,7,拡連複,1-5,220,4
260720,18,7,拡連複,4-5,490,7
260720,18,7,３連単,1-4-5,1040,2
260720,18,7,３連複,1-4-5,540,2
260720,18,8,単勝,2,610,
260720,18,8,複勝,2,270,
260720,18,8,複勝,4,280,
260720,18,8,２連単,2-4,3700,10
260720,18,8,２連複,2-4,1550,6
260720,18,8,拡連複,2-4,310,5
260720,18,8,拡連複,2-6,340,6
260720,18,8,拡連複,4-6,260,4
260720,18,8,３連単,2-4-6,6640,23
260720,18,8,３連複,2-4-6,1020,4
260720,18,9,単勝,1,150,
260720,18,9,複勝,1,140,
260720,18,9,複勝,5,820,
260720,18,9,２連単,1-5,2170,9
260720,18,9,２連複,1-5,1290,7
260720,18,9,拡連複,1-5,370,5
260720,18,9,拡連複,1-4,130,1
260720,18,9,拡連複,4-5,390,7
260720,18,9,３連単,1-5-4,6530,23
260720,18,9,３連複,1-4-5,1150,5
260720,18,10,単勝,1,130,
260720,18,10,複勝,1,100,
260720,18,10,複勝,4,120,
260720,18,10,２連単,1-4,500,3
260720,18,10,２連複,1-4,270,2
260720,18,10,拡連複,1-4,170,3
260720,18,10,拡連複,1-3,160,2
260720,18,10,拡連複,3-4,370,6
260720,18,10,３連単,1-4-3,1260,6
260720,18,10,３連複,1-3-4,450,3
260720,18,11,単勝,1,100,
260720,18,11,複勝,1,100,
260720,18,11,複勝,3,160,
260720,18,11,２連単,1-3,380,3
260720,18,11,２連複,1-3,290,2
260720,18,11,拡連複,1-3,190,3
260720,18,11,拡連複,1-2,120,1
260720,18,11,拡連複,2-3,340,5
260720,18,11,３連単,1-3-2,900,4
260720,18,11,３連複,1-2-3,370,2
260720,18,12,単勝,1,100,
260720,18,12,複勝,1,100,
260720,18,12,複勝,4,210,
260720,18,12,２連単,1-4,440,2
260720,18,12,２連複,1-4,480,2
260720,18,12,拡連複,1-4,160,2
260720,18,12,拡連複,1-2,120,1
260720,18,12,拡連複,2-4,270,6
260720,18,12,３連単,1-4-2,1060,4
260720,18,12,３連複,1-2-4,270,1
260720,16,1,単勝,1,240,
260720,16,1,複勝,1,100,
260720,16,1,複勝,4,190,
260720,16,1,２連単,1-4,600,3
260720,16,1,２連複,1-4,450,2
260720,16,1,拡連複,1-4,180,3
260720,16,1,拡連複,1-2,120,1
260720,16,1,拡連複,2-4,250,4
260720,16,1,３連単,1-4-2,1100,3
260720,16,1,３連複,1-2-4,250,1
260720,16,2,単勝,3,260,
260720,16,2,複勝,3,190,
260720,16,2,複勝,1,130,
260720,16,2,２連単,3-1,800,4
260720,16,2,２連複,1-3,300,1
260720,16,2,拡連複,1-3,140,2
260720,16,2,拡連複,3-4,230,3
