hd,jcd,rno,waku,toban,grade,localWin,motor2
20251010,22,4,2,5238,B1,4.42,34.59
20251010,22,4,3,3951,A2,6.22,42.28
20251010,22,4,4,4681,B1,4.72,33.58
20251010,22,4,5,4189,A2,5.93,32.19
20251010,22,4,6,3467,B1,4.30,36.84
20251010,22,5,1,3463,B1,4.00,46.49
20251010,22,5,2,4603,A2,5.77,39.49
20251010,22,5,3,5031,B1,3.38,31.03
20251010,22,5,4,3508,B1,4.99,31.07
20251010,22,5,5,3286,B1,4.50,29.20
20251010,22,5,6,4446,A1,6.40,39.76
20251010,22,6,1,4251,B1,4.44,42.86
20251010,22,6,2,3617,B1,4.06,27.61
20251010,22,6,3,4877,A1,6.44,35.66
20251010,22,6,4,4000,A2,6.48,28.57
20251010,22,6,5,5101,B2,3.11,36.62
20251010,22,6,6,3542,B1,5.05,30.63
20251010,22,7,1,3967,B1,3.59,38.46
20251010,22,7,2,4739,A1,6.82,36.36
20251010,22,7,3,4343,B1,4.17,34.46
20251010,22,7,4,4562,B1,4.83,33.05
20251010,22,7,5,3875,B1,3.85,29.49
20251010,22,7,6,5263,B2,3.40,28.29
20251010,22,8,1,4416,B1,4.07,47.20
20251010,22,8,2,3539,B1,3.29,26.76
20251010,22,8,3,4448,A1,6.46,42.22
20251010,22,8,4,4346,B1,4.10,36.25
20251010,22,8,5,4979,B1,3.56,39.80
20251010,22,8,6,5285,B1,2.00,28.35
20251010,22,9,1,3853,A2,5.98,42.06
20251010,22,9,2,3054,B1,4.47,31.45
20251010,22,9,3,4108,B2,6.80,31.01
20251010,22,9,4,3505,A2,5.76,27.73
20251010,22,9,5,4625,B1,5.50,36.72
20251010,22,9,6,3951,A2,6.22,42.28
20251010,22,10,1,4120,A2,5.40,32.35
20251010,22,10,2,4189,A2,5.93,32.19
20251010,22,10,3,4811,B1,5.00,42.40
20251010,22,10,4,4919,B1,5.20,43.04
20251010,22,10,5,4619,B1,2.11,41.10
20251010,22,10,6,4879,A2,6.10,33.06
20251010,22,11,1,3473,A1,6.63,32.43
20251010,22,11,2,4000,A2,6.48,28.57
20251010,22,11,3,2878,B1,5.23,30.00
20251010,22,11,4,4228,A2,4.96,33.57
20251010,22,11,5,5238,B1,4.42,34.59
20251010,22,11,6,4603,A2,5.77,39.49
20251010,22,12,1,4848,A1,6.92,35.54
20251010,22,12,2,4446,A1,6.40,39.76
20251010,22,12,3,4886,A1,7.00,43.18
20251010,22,12,4,4448,A1,6.46,42.22
20251010,22,12,5,4739,A1,6.82,36.36
20251010,22,12,6,4877,A1,6.44,35.66
20251011,12,1,1,4104,B1,0.00,38.60
20251011,12,1,2,4053,A2,5.27,31.03
20251011,12,1,3,4036,A2,7.39,31.30
20251011,12,1,4,4466,A2,5.82,36.28
20251011,12,1,5,4874,B1,5.36,38.94
20251011,12,1,6,3947,B1,0.00,36.61
20251011,12,2,1,4396,B1,5.80,41.88
20251011,12,2,2,3224,B1,2.00,25.45
20251011,12,2,3,4450,A1,7.05,24.55
20251011,12,2,4,3915,A2,5.79,28.95
20251011,12,2,5,4248,B1,3.89,31.30
20251011,12,2,6,4632,B1,5.15,27.35
20251011,12,3,1,5173,B1,5.27,25.44
20251011,12,3,2,4278,A1,6.53,27.43
20251011,12,3,3,5324,B2,1.11,17.59
20251011,12,3,4,4247,A2,4.93,33.33
20251011,12,3,5,5007,B1,3.56,33.33
20251011,12,3,6,5027,B1,4.39,29.57
20251011,12,4,1,3523,B1,4.86,19.61
20251011,12,4,2,4069,A1,6.97,45.95
20251011,12,4,3,4429,B1,3.62,43.12
20251011,12,4,4,4526,A2,6.07,35.71
20251011,12,4,5,3929,B1,3.11,21.82
20251011,12,4,6,4765,B1,5.50,31.90
20251011,12,5,1,3618,A2,5.73,40.87
20251011,12,5,2,4110,B1,4.94,33.94
20251011,12,5,3,4656,B1,3.74,47.75
20251011,12,5,4,4904,B1,5.56,25.45
20251011,12,5,5,3947,B1,0.00,36.61
20251011,12,5,6,4156,A2,5.05,28.45
20251011,12,6,1,5150,A2,5.90,30.17
20251011,12,6,2,4248,B1,3.89,31.30
20251011,12,6,3,3623,A1,0.00,35.34
20251011,12,6,4,4947,B1,4.00,44.64
20251011,12,6,5,4104,B1,0.00,38.60
20251011,12,6,6,3412,A1,0.00,26.72
20251011,12,7,1,4210,A2,5.40,27.43
20251011,12,7,2,4396,B1,5.80,41.88
20251011,12,7,3,4514,A1,6.50,18.75
20251011,12,7,4,4053,A2,5.27,31.03
20251011,12,7,5,4278,A1,6.53,27.43
20251011,12,7,6,5343,B1,1.50,37.93
20251011,12,8,1,4632,B1,5.15,27.35
20251011,12,8,2,4174,A1,7.04,37.84
20251011,12,8,3,4466,A2,5.82,36.28
20251011,12,8,4,3845,A2,6.95,36.61
20251011,12,8,5,5027,B1,4.39,29.57
20251011,12,8,6,3929,B1,3.11,21.82
20251011,12,9,1,4036,A2,7.39,31.30
20251011,12,9,2,4526,A2,6.07,35.71
20251011,12,9,3,3915,A2,5.79,28.95
20251011,12,9,4,4110,B1,4.94,33.94
20251011,12,9,5,4047,B1,4.51,36.94
20251011,12,9,6,4166,A1,6.75,34.51
20251011,12,10,1,3623,A1,0.00,35.34
20251011,12,10,2,3523,B1,4.86,19.61
20251011,12,10,3,4874,B1,5.36,38.94
20251011,12,10,4,4656,B1,3.74,47.75
20251011,12,10,5,3548,A2,5.12,22.81
20251011,12,10,6,4247,A2,4.93,33.33
20251011,12,11,1,3978,A1,7.74,28.57
20251011,12,11,2,4504,A1,7.62,21.55
20251011,12,11,3,4904,B1,5.56,25.45
20251011,12,11,4,4210,A2,5.40,27.43
20251011,12,11,5,3412,A1,0.00,26.72
20251011,12,11,6,4069,A1,6.97,45.95
20251011,12,12,1,4450,A1,7.05,24.55
20251011,12,12,2,4765,B1,5.50,31.90
20251011,12,12,3,3845,A2,6.95,36.61
20251011,12,12,4,3618,A2,5.73,40.87
20251011,12,12,5,4947,B1,4.00,44.64
20251011,12,12,6,5173,B1,5.27,25.44
20251011,22,1,1,3505,A2,5.76,27.73
20251011,22,1,2,3467,B1,4.30,36.84
20251011,22,1,3,5263,B2,3.40,28.29
20251011,22,1,4,3286,B1,4.50,29.20
20251011,22,1,5,3776,B1,3.25,33.55
20251011,22,1,6,3346,B1,4.80,42.34
20251011,22,2,1,4343,B1,4.17,34.46
20251011,22,2,2,4625,B1,5.50,36.72
20251011,22,2,3,4189,A2,5.93,32.19
20251011,22,2,4,3463,B1,4.00,46.49
20251011,22,2,5,4416,B1,4.07,47.20
20251011,22,2,6,5408,B2,1.44,41.07
20251011,22,3,1,3542,B1,5.05,30.63
20251011,22,3,2,5285,B1,2.00,28.35
20251011,22,3,3,4446,A1,6.40,39.76
20251011,22,3,4,5031,B1,3.38,31.03
20251011,22,3,5,4919,B1,5.20,43.04
20251011,22,3,6,5238,B1,4.42,34.59
20251011,22,4,1,4681,B1,4.72,33.58
20251011,22,4,2,3508,B1,4.99,31.07
20251011,22,4,3,4251,B1,4.44,42.86
20251011,22,4,4,3967,B1,3.59,38.46
20251011,22,4,5,4886,A1,7.00,43.18
20251011,22,4,6,3539,B1,3.29,26.76
20251011,22,5,1,4108,B2,6.80,31.01
20251011,22,5,2,4346,B1,4.10,36.25
20251011,22,5,3,5101,B2,3.11,36.62
20251011,22,5,4,4120,A2,5.40,32.35
20251011,22,5,5,4877,A1,6.44,35.66
20251011,22,5,6,3776,B1,3.25,33.55
20251011,22,6,1,4625,B1,5.50,36.72
20251011,22,6,2,4879,A2,6.10,33.06
20251011,22,6,3,4228,A2,4.96,33.57
20251011,22,6,4,3054,B1,4.47,31.45
20251011,22,6,5,3467,B1,4.30,36.84
20251011,22,6,6,4448,A1,6.46,42.22
20251011,22,7,1,2878,B1,5.23,30.00
20251011,22,7,2,3542,B1,5.05,30.63
20251011,22,7,3,3346,B1,4.80,42.34
20251011,22,7,4,3875,B1,3.85,29.49
20251011,22,7,5,5408,B2,1.44,41.07
20251011,22,7,6,3853,A2,5.98,42.06
20251011,22,8,1,3286,B1,4.50,29.20
20251011,22,8,2,4811,B1,5.00,42.40
20251011,22,8,3,4681,B1,4.72,33.58
20251011,22,8,4,4416,B1,4.07,47.20
20251011,22,8,5,3473,A1,6.63,32.43
20251011,22,8,6,5031,B1,3.38,31.03
20251011,22,9,1,4000,A2,6.48,28.57
20251011,22,9,2,3951,A2,6.22,42.28
20251011,22,9,3,5285,B1,2.00,28.35
20251011,22,9,4,5263,B2,3.40,28.29
20251011,22,9,5,4848,A1,6.92,35.54
20251011,22,9,6,3508,B1,4.99,31.07
20251011,22,10,1,4189,A2,5.93,32.19
20251011,22,10,2,4877,A1,6.44,35.66
20251011,22,10,3,3617,B1,4.06,27.61
20251011,22,10,4,4886,A1,7.00,43.18
20251011,22,10,5,4562,B1,4.83,33.05
20251011,22,10,6,4228,A2,4.96,33.57
20251011,22,11,1,4739,A1,6.82,36.36
20251011,22,11,2,4448,A1,6.46,42.22
20251011,22,11,3,3505,A2,5.76,27.73
20251011,22,11,4,4603,A2,5.77,39.49
20251011,22,11,5,4251,B1,4.44,42.86
20251011,22,11,6,3463,B1,4.00,46.49
20251011,22,12,1,4446,A1,6.40,39.76
20251011,22,12,2,3473,A1,6.63,32.43
20251011,22,12,3,3853,A2,5.98,42.06
20251011,22,12,4,4879,A2,6.10,33.06
20251011,22,12,5,4120,A2,5.40,32.35
20251011,22,12,6,3967,B1,3.59,38.46
20251012,12,1,1,3224,B1,2.00,25.45
20251012,12,1,2,4656,B1,3.74,47.75
20251012,12,1,3,3915,A2,5.79,28.95
20251012,12,1,4,4210,A2,5.40,27.43
20251012,12,1,5,3523,B1,4.86,19.61
20251012,12,1,6,5343,B1,1.50,37.93
20251012,12,2,1,5324,B2,1.11,17.59
20251012,12,2,2,4104,B1,0.00,38.60
20251012,12,2,3,4904,B1,5.56,25.45
20251012,12,2,4,4156,A2,5.05,28.45
20251012,12,2,5,4069,A1,6.97,45.95
20251012,12,2,6,4248,B1,3.89,31.30
20251012,12,3,1,3412,A1,0.00,26.72
20251012,12,3,2,5027,B1,4.39,29.57
20251012,12,3,3,4526,A2,6.07,35.71
20251012,12,3,4,4247,A2,4.93,33.33
20251012,12,3,5,4396,B1,5.80,41.88
20251012,12,3,6,3548,A2,5.12,22.81
20251012,12,4,1,5007,B1,3.56,33.33
20251012,12,4,2,3947,B1,0.00,36.61
20251012,12,4,3,4053,A2,5.27,31.03
20251012,12,4,4,4947,B1,4.00,44.64
20251012,12,4,5,4278,A1,6.53,27.43
20251012,12,4,6,4166,A1,6.75,34.51
20251012,12,5,1,3978,A1,7.74,28.57
20251012,12,5,2,3929,B1,3.11,21.82
20251012,12,5,3,4047,B1,4.51,36.94
20251012,12,5,4,5343,B1,1.50,37.93
20251012,12,5,5,4656,B1,3.74,47.75
20251012,12,5,6,3623,A1,0.00,35.34
20251012,12,6,1,4110,B1,4.94,33.94
20251012,12,6,2,4466,A2,5.82,36.28
20251012,12,6,3,3523,B1,4.86,19.61
20251012,12,6,4,4174,A1,7.04,37.84
20251012,12,6,5,3845,A2,6.95,36.61
20251012,12,6,6,3224,B1,2.00,25.45
20251012,12,7,1,4429,B1,3.62,43.12
20251012,12,7,2,4526,A2,6.07,35.71
20251012,12,7,3,5150,A2,5.90,30.17
20251012,12,7,4,4632,B1,5.15,27.35
20251012,12,7,5,4504,A1,7.62,21.55
20251012,12,7,6,4514,A1,6.50,18.75
20251012,12,8,1,4874,B1,5.36,38.94
20251012,12,8,2,3618,A2,5.73,40.87
20251012,12,8,3,5173,B1,5.27,25.44
20251012,12,8,4,4765,B1,5.50,31.90
20251012,12,8,5,4450,A1,7.05,24.55
20251012,12,8,6,5324,B2,1.11,17.59
20251012,12,9,1,3548,A2,5.12,22.81
20251012,12,9,2,4396,B1,5.80,41.88
20251012,12,9,3,4210,A2,5.40,27.43
20251012,12,9,4,4069,A1,6.97,45.95
20251012,12,9,5,5007,B1,3.56,33.33
20251012,12,9,6,3915,A2,5.79,28.95
20251012,12,10,1,4174,A1,7.04,37.84
20251012,12,10,2,3978,A1,7.74,28.57
20251012,12,10,3,4947,B1,4.00,44.64
20251012,12,10,4,3623,A1,0.00,35.34
20251012,12,10,5,4466,A2,5.82,36.28
20251012,12,10,6,3412,A1,0.00,26.72
20251012,12,11,1,4166,A1,6.75,34.51
20251012,12,11,2,4278,A1,6.53,27.43
20251012,12,11,3,4504,A1,7.62,21.55
20251012,12,11,4,3845,A2,6.95,36.61
20251012,12,11,5,4156,A2,5.05,28.45
20251012,12,11,6,4904,B1,5.56,25.45
20251012,12,12,1,4514,A1,6.50,18.75
20251012,12,12,2,4247,A2,4.93,33.33
20251012,12,12,3,3618,A2,5.73,40.87
20251012,12,12,4,4053,A2,5.27,31.03
20251012,12,12,5,4047,B1,4.51,36.94
20251012,12,12,6,4429,B1,3.62,43.12
20251012,22,1,1,4228,A2,4.96,33.57
20251012,22,1,2,4343,B1,4.17,34.46
20251012,22,1,3,4346,B1,4.10,36.25
20251012,22,1,4,3467,B1,4.30,36.84
20251012,22,1,5,2878,B1,5.23,30.00
20251012,22,1,6,4811,B1,5.00,42.40
20251012,22,2,1,3875,B1,3.85,29.49
20251012,22,2,2,5031,B1,3.38,31.03
20251012,22,2,3,4879,A2,6.10,33.06
20251012,22,2,4,5101,B2,3.11,36.62
20251012,22,2,5,3617,B1,4.06,27.61
20251012,22,2,6,4848,A1,6.92,35.54
20251012,22,3,1,3054,B1,4.47,31.45
20251012,22,3,2,4919,B1,5.20,43.04
20251012,22,3,3,3473,A1,6.63,32.43
20251012,22,3,4,4108,B2,6.80,31.01
20251012,22,3,5,5285,B1,2.00,28.35
20251012,22,3,6,4681,B1,4.72,33.58
20251012,22,4,1,4562,B1,4.83,33.05
20251012,22,4,2,4251,B1,4.44,42.86
20251012,22,4,3,5238,B1,4.42,34.59
20251012,22,4,4,3346,B1,4.80,42.34
20251012,22,4,5,3505,A2,5.76,27.73
20251012,22,4,6,4120,A2,5.40,32.35
20251012,22,5,1,3539,B1,3.29,26.76
20251012,22,5,2,3967,B1,3.59,38.46
20251012,22,5,3,4625,B1,5.50,36.72
20251012,22,5,4,3776,B1,3.25,33.55
20251012,22,5,5,4446,A1,6.40,39.76
20251012,22,5,6,4739,A1,6.82,36.36
20251012,22,6,1,3508,B1,4.99,31.07
20251012,22,6,2,2878,B1,5.23,30.00
20251012,22,6,3,3286,B1,4.50,29.20
20251012,22,6,4,3951,A2,6.22,42.28
20251012,22,6,5,4603,A2,5.77,39.49
20251012,22,6,6,5101,B2,3.11,36.62
20251012,22,7,1,3617,B1,4.06,27.61
20251012,22,7,2,5263,B2,3.40,28.29
20251012,22,7,3,3463,B1,4.00,46.49
20251012,22,7,4,3853,A2,5.98,42.06
20251012,22,7,5,4448,A1,6.46,42.22
20251012,22,7,6,5408,B2,1.44,41.07
20251012,22,8,1,4919,B1,5.20,43.04
20251012,22,8,2,4562,B1,4.83,33.05
20251012,22,8,3,3875,B1,3.85,29.49
20251012,22,8,4,4811,B1,5.00,42.40
20251012,22,8,5,4000,A2,6.48,28.57
20251012,22,8,6,4886,A1,7.00,43.18
20251012,22,9,1,3467,B1,4.30,36.84
20251012,22,9,2,4416,B1,4.07,47.20
20251012,22,9,3,4739,A1,6.82,36.36
20251012,22,9,4,5238,B1,4.42,34.59
20251012,22,9,5,4879,A2,6.10,33.06
20251012,22,9,6,3473,A1,6.63,32.43
20251012,22,10,1,3951,A2,6.22,42.28
20251012,22,10,2,4120,A2,5.40,32.35
20251012,22,10,3,3054,B1,4.47,31.45
20251012,22,10,4,4446,A1,6.40,39.76
20251012,22,10,5,3542,B1,5.05,30.63
20251012,22,10,6,4343,B1,4.17,34.46
20251012,22,11,1,4877,A1,6.44,35.66
20251012,22,11,2,3853,A2,5.98,42.06
20251012,22,11,3,4603,A2,5.77,39.49
20251012,22,11,4,4189,A2,5.93,32.19
20251012,22,11,5,4346,B1,4.10,36.25
20251012,22,11,6,3505,A2,5.76,27.73
20251012,22,12,1,4448,A1,6.46,42.22
20251012,22,12,2,4228,A2,4.96,33.57
20251012,22,12,3,4000,A2,6.48,28.57
20251012,22,12,4,4848,A1,6.92,35.54
20251012,22,12,5,4108,B2,6.80,31.01
20251012,22,12,6,4251,B1,4.44,42.86
20251013,12,1,1,4248,B1,3.89,31.30
20251013,12,1,2,5173,B1,5.27,25.44
20251013,12,1,3,5027,B1,4.39,29.57
20251013,12,1,4,4874,B1,5.36,38.94
20251013,12,1,5,5343,B1,1.50,37.93
20251013,12,1,6,3929,B1,3.11,21.82
20251013,12,2,1,4047,B1,4.51,36.94
20251013,12,2,2,3947,B1,0.00,36.61
20251013,12,2,3,4765,B1,5.50,31.90
20251013,12,2,4,4656,B1,3.74,47.75
20251013,12,2,5,5150,A2,5.90,30.17
20251013,12,2,6,3224,B1,2.00,25.45
20251013,12,3,1,3845,A2,6.95,36.61
20251013,12,3,2,5007,B1,3.56,33.33
20251013,12,3,3,4514,A1,6.50,18.75
20251013,12,3,4,4104,B1,0.00,38.60
20251013,12,3,5,5324,B2,1.11,17.59
20251013,12,3,6,4526,A2,6.07,35.71
20251013,12,4,1,4904,B1,5.56,25.45
20251013,12,4,2,4466,A2,5.82,36.28
20251013,12,4,3,4450,A1,7.05,24.55
20251013,12,4,4,4396,B1,5.80,41.88
20251013,12,4,5,4632,B1,5.15,27.35
20251013,12,4,6,3523,B1,4.86,19.61
20251013,12,5,1,3915,A2,5.79,28.95
20251013,12,5,2,4947,B1,4.00,44.64
20251013,12,5,3,4110,B1,4.94,33.94
20251013,12,5,4,5027,B1,4.39,29.57
20251013,12,5,5,4429,B1,3.62,43.12
20251013,12,5,6,3978,A1,7.74,28.57
20251013,12,6,1,4156,A2,5.05,28.45
20251013,12,6,2,4248,B1,3.89,31.30
20251013,12,6,3,3412,A1,0.00,26.72
20251013,12,6,4,3618,A2,5.73,40.87
20251013,12,6,5,4656,B1,3.74,47.75
20251013,12,6,6,5343,B1,1.50,37.93
20251013,12,7,1,4504,A1,7.62,21.55
20251013,12,7,2,4210,A2,5.40,27.43
20251013,12,7,3,4247,A2,4.93,33.33
20251013,12,7,4,4765,B1,5.50,31.90
20251013,12,7,5,5173,B1,5.27,25.44
20251013,12,7,6,4047,B1,4.51,36.94
20251013,12,8,1,4053,A2,5.27,31.03
20251013,12,8,2,5324,B2,1.11,17.59
20251013,12,8,3,4632,B1,5.15,27.35
20251013,12,8,4,5150,A2,5.90,30.17
20251013,12,8,5,4514,A1,6.50,18.75
20251013,12,8,6,4874,B1,5.36,38.94
20251013,12,9,1,4526,A2,6.07,35.71
20251013,12,9,2,4429,B1,3.62,43.12
20251013,12,9,3,4104,B1,0.00,38.60
20251013,12,9,4,4450,A1,7.05,24.55
20251013,12,9,5,3947,B1,0.00,36.61
20251013,12,9,6,4110,B1,4.94,33.94
20251013,12,10,1,3412,A1,0.00,26.72
20251013,12,10,2,4904,B1,5.56,25.45
20251013,12,10,3,4466,A2,5.82,36.28
20251013,12,10,4,3978,A1,7.74,28.57
20251013,12,10,5,4947,B1,4.00,44.64
20251013,12,10,6,3845,A2,6.95,36.61
20251013,12,11,1,4396,B1,5.80,41.88
20251013,12,11,2,4504,A1,7.62,21.55
20251013,12,11,3,4210,A2,5.40,27.43
20251013,12,11,4,4156,A2,5.05,28.45
20251013,12,11,5,3915,A2,5.79,28.95
20251013,12,11,6,5007,B1,3.56,33.33
20251013,12,12,1,4166,A1,6.75,34.51
20251013,12,12,2,4174,A1,7.04,37.84
20251013,12,12,3,3548,A2,5.12,22.81
20251013,12,12,4,4278,A1,6.53,27.43
20251013,12,12,5,4069,A1,6.97,45.95
20251013,12,12,6,3623,A1,0.00,35.34
20251013,22,1,1,4848,A1,6.92,35.54
20251013,22,1,2,4681,B1,4.72,33.58
20251013,22,1,3,3539,B1,3.29,26.76
20251013,22,1,4,5285,B1,2.00,28.35
20251013,22,1,5,5408,B2,1.44,41.07
20251013,22,1,6,4562,B1,4.83,33.05
20251013,22,2,1,3776,B1,3.25,33.55
20251013,22,2,2,3463,B1,4.00,46.49
20251013,22,2,3,3542,B1,5.05,30.63
20251013,22,2,4,3473,A1,6.63,32.43
20251013,22,2,5,5031,B1,3.38,31.03
20251013,22,2,6,3286,B1,4.50,29.20
20251013,22,3,1,5101,B2,3.11,36.62
20251013,22,3,2,3346,B1,4.80,42.34
20251013,22,3,3,3853,A2,5.98,42.06
20251013,22,3,4,2878,B1,5.23,30.00
20251013,22,3,5,4343,B1,4.17,34.46
20251013,22,3,6,4416,B1,4.07,47.20
20251013,22,4,1,5263,B2,3.40,28.29
20251013,22,4,2,3505,A2,5.76,27.73
20251013,22,4,3,3467,B1,4.30,36.84
20251013,22,4,4,4000,A2,6.48,28.57
20251013,22,4,5,3508,B1,4.99,31.07
20251013,22,4,6,3875,B1,3.85,29.49
20251013,22,5,1,4811,B1,5.00,42.40
20251013,22,5,2,4189,A2,5.93,32.19
20251013,22,5,3,4120,A2,5.40,32.35
20251013,22,5,4,4625,B1,5.50,36.72
20251013,22,5,5,4681,B1,4.72,33.58
20251013,22,5,6,3617,B1,4.06,27.61
20251013,22,6,1,5031,B1,3.38,31.03
20251013,22,6,2,4108,B2,6.80,31.01
20251013,22,6,3,3951,A2,6.22,42.28
20251013,22,6,4,4877,A1,6.44,35.66
20251013,22,6,5,3967,B1,3.59,38.46
20251013,22,6,6,5408,B2,1.44,41.07
20251013,22,7,1,5285,B1,2.00,28.35
20251013,22,7,2,4886,A1,7.00,43.18
20251013,22,7,3,4228,A2,4.96,33.57
20251013,22,7,4,4343,B1,4.17,34.46
20251013,22,7,5,3463,B1,4.00,46.49
20251013,22,7,6,4879,A2,6.10,33.06
20251013,22,8,1,5238,B1,4.42,34.59
20251013,22,8,2,4848,A1,6.92,35.54
20251013,22,8,3,3776,B1,3.25,33.55
20251013,22,8,4,4739,A1,6.82,36.36
20251013,22,8,5,5263,B2,3.40,28.29
20251013,22,8,6,2878,B1,5.23,30.00
20251013,22,9,1,4603,A2,5.77,39.49
20251013,22,9,2,3473,A1,6.63,32.43
20251013,22,9,3,3508,B1,4.99,31.07
20251013,22,9,4,3539,B1,3.29,26.76
20251013,22,9,5,3853,A2,5.98,42.06
20251013,22,9,6,4919,B1,5.20,43.04
20251013,22,10,1,4448,A1,6.46,42.22
20251013,22,10,2,3286,B1,4.50,29.20
20251013,22,10,3,3967,B1,3.59,38.46
20251013,22,10,4,4120,A2,5.40,32.35
20251013,22,10,5,3346,B1,4.80,42.34
20251013,22,10,6,4000,A2,6.48,28.57
20251013,22,11,1,4446,A1,6.40,39.76
20251013,22,11,2,4877,A1,6.44,35.66
20251013,22,11,3,4416,B1,4.07,47.20
20251013,22,11,4,4251,B1,4.44,42.86
20251013,22,11,5,4228,A2,4.96,33.57
20251013,22,11,6,4625,B1,5.50,36.72
20251013,22,12,1,4886,A1,7.00,43.18
20251013,22,12,2,4739,A1,6.82,36.36
20251013,22,12,3,3505,A2,5.76,27.73
20251013,22,12,4,3542,B1,5.05,30.63
20251013,22,12,5,3951,A2,6.22,42.28
20251013,22,12,6,4189,A2,5.93,32.19
20251014,22,1,1,3951,A2,6.22,42.28
20251014,22,1,2,4811,B1,5.00,42.40
20251014,22,1,3,5031,B1,3.38,31.03
20251014,22,1,4,4562,B1,4.83,33.05
20251014,22,1,5,3617,B1,4.06,27.61
20251014,22,1,6,2878,B1,5.23,30.00
20251014,22,2,1,3467,B1,4.30,36.84
20251014,22,2,2,5285,B1,2.00,28.35
20251014,22,2,3,4603,A2,5.77,39.49
20251014,22,2,4,3875,B1,3.85,29.49
20251014,22,2,5,4625,B1,5.50,36.72
20251014,22,2,6,4886,A1,7.00,43.18
20251014,22,3,1,4919,B1,5.20,43.04
20251014,22,3,2,4251,B1,4.44,42.86
20251014,22,3,3,4739,A1,6.82,36.36
20251014,22,3,4,4416,B1,4.07,47.20
20251014,22,3,5,4108,B2,6.80,31.01
20251014,22,3,6,3286,B1,4.50,29.20
20251014,22,4,1,3346,B1,4.80,42.34
20251014,22,4,2,5238,B1,4.42,34.59
20251014,22,4,3,5101,B2,3.11,36.62
20251014,22,4,4,3539,B1,3.29,26.76
20251014,22,4,5,4877,A1,6.44,35.66
20251014,22,4,6,3473,A1,6.63,32.43
20251014,22,5,1,3853,A2,5.98,42.06
20251014,22,5,2,5263,B2,3.40,28.29
20251014,22,5,3,4879,A2,6.10,33.06
20251014,22,5,4,3967,B1,3.59,38.46
20251014,22,5,5,3463,B1,4.00,46.49
20251014,22,5,6,4848,A1,6.92,35.54
20251014,22,6,1,3542,B1,5.05,30.63
20251014,22,6,2,3875,B1,3.85,29.49
20251014,22,6,3,4562,B1,4.83,33.05
20251014,22,6,4,3508,B1,4.99,31.07
20251014,22,6,5,4228,A2,4.96,33.57
20251014,22,6,6,4448,A1,6.46,42.22
20251014,22,7,1,4189,A2,5.93,32.19
20251014,22,7,2,5031,B1,3.38,31.03
20251014,22,7,3,4343,B1,4.17,34.46
20251014,22,7,4,4681,B1,4.72,33.58
20251014,22,7,5,4251,B1,4.44,42.86
20251014,22,7,6,4446,A1,6.40,39.76
20251014,22,8,1,4120,A2,5.40,32.35
20251014,22,8,2,5101,B2,3.11,36.62
20251014,22,8,3,4811,B1,5.00,42.40
20251014,22,8,4,3776,B1,3.25,33.55
20251014,22,8,5,5408,B2,1.44,41.07
20251014,22,8,6,4603,A2,5.77,39.49
20251014,22,9,1,3505,A2,5.76,27.73
20251014,22,9,2,3617,B1,4.06,27.61
20251014,22,9,3,5238,B1,4.42,34.59
20251014,22,9,4,4879,A2,6.10,33.06
20251014,22,9,5,4416,B1,4.07,47.20
20251014,22,9,6,4000,A2,6.48,28.57
20251014,22,10,1,4448,A1,6.46,42.22
20251014,22,10,2,4886,A1,7.00,43.18
20251014,22,10,3,2878,B1,5.23,30.00
20251014,22,10,4,4877,A1,6.44,35.66
20251014,22,10,5,3853,A2,5.98,42.06
20251014,22,10,6,4919,B1,5.20,43.04
20251014,22,11,1,3473,A1,6.63,32.43
20251014,22,11,2,4189,A2,5.93,32.19
20251014,22,11,3,4228,A2,4.96,33.57
20251014,22,11,4,4739,A1,6.82,36.36
20251014,22,11,5,3467,B1,4.30,36.84
20251014,22,11,6,3951,A2,6.22,42.28
20251014,22,12,1,4848,A1,6.92,35.54
20251014,22,12,2,4120,A2,5.40,32.35
20251014,22,12,3,4446,A1,6.40,39.76
20251014,22,12,4,4108,B2,6.80,31.01
20251014,22,12,5,3346,B1,4.80,42.34
20251014,22,12,6,3542,B1,5.05,30.63
20251015,22,1,1,4000,A2,6.48,28.57
20251015,22,1,2,4625,B1,5.50,36.72
20251015,22,1,3,3467,B1,4.30,36.84
20251015,22,1,4,5031,B1,3.38,31.03
20251015,22,1,5,3508,B1,4.99,31.07
20251015,22,1,6,5408,B2,1.44,41.07
20251015,22,2,1,3463,B1,4.00,46.49
20251015,22,2,2,3542,B1,5.05,30.63
20251015,22,2,3,5263,B2,3.40,28.29
20251015,22,2,4,4251,B1,4.44,42.86
20251015,22,2,5,4681,B1,4.72,33.58
20251015,22,2,6,5285,B1,2.00,28.35
20251015,22,3,1,2878,B1,5.23,30.00
20251015,22,3,2,4343,B1,4.17,34.46
20251015,22,3,3,3951,A2,6.22,42.28
20251015,22,3,4,3539,B1,3.29,26.76
20251015,22,3,5,3967,B1,3.59,38.46
20251015,22,3,6,5238,B1,4.42,34.59
20251015,22,4,1,3286,B1,4.50,29.20
20251015,22,4,2,4416,B1,4.07,47.20
20251015,22,4,3,3346,B1,4.80,42.34
20251015,22,4,4,4603,A2,5.77,39.49
20251015,22,4,5,4886,A1,7.00,43.18
20251015,22,4,6,3776,B1,3.25,33.55
20251015,22,5,1,4108,B2,6.80,31.01
