hd,jcd,rno,waku,toban,grade,localWin,motor2
20251220,12,8,3,4013,A1,6.72,37.74
20251220,12,8,4,4237,A1,6.81,33.54
20251220,12,8,5,5068,A1,6.10,28.30
20251220,12,8,6,3779,A1,6.83,38.82
20251220,12,9,1,4445,A1,5.53,41.26
20251220,12,9,2,4886,A1,6.83,29.30
20251220,12,9,3,4344,A1,6.83,40.82
20251220,12,9,4,3897,A1,6.58,38.26
20251220,12,9,5,4024,A1,6.45,36.02
20251220,12,9,6,4061,A1,6.50,30.00
20251220,12,10,1,4238,A1,7.68,35.19
20251220,12,10,2,4324,A1,4.92,36.05
20251220,12,10,3,3946,A1,6.50,34.18
20251220,12,10,4,4500,A1,7.13,27.50
20251220,12,10,5,4350,A1,7.06,33.73
20251220,12,10,6,4914,A1,6.88,37.67
20251220,12,11,1,4851,A1,6.79,38.62
20251220,12,11,2,4262,A1,8.86,48.98
20251220,12,11,3,4418,A1,9.00,44.08
20251220,12,11,4,4573,A1,7.00,40.00
20251220,12,11,5,4719,A1,7.42,38.62
20251220,12,11,6,4847,A1,6.62,41.72
20251220,12,12,1,4444,A1,8.20,44.22
20251220,12,12,2,5084,A1,6.50,44.37
20251220,12,12,3,4320,A1,7.73,41.38
20251220,12,12,4,3941,A1,7.88,41.45
20251220,12,12,5,4205,A1,6.46,38.06
20251220,12,12,6,4371,A1,6.88,40.13
20251220,22,1,1,4278,A1,7.05,41.76
20251220,22,1,2,3581,B1,5.37,35.57
20251220,22,1,3,5339,B1,0.00,37.76
20251220,22,1,4,4864,B1,5.11,30.81
20251220,22,1,5,5184,B1,0.00,42.36
20251220,22,1,6,5406,B2,0.00,44.00
20251220,22,2,1,3412,A1,5.22,28.41
20251220,22,2,2,4874,B1,5.02,34.41
20251220,22,2,3,5213,B1,6.33,29.33
20251220,22,2,4,4513,A2,5.83,32.72
20251220,22,2,5,4176,B1,3.58,32.18
20251220,22,2,6,5231,B1,0.00,30.05
20251220,22,3,1,4403,B1,5.98,35.38
20251220,22,3,2,3350,B1,5.08,36.14
20251220,22,3,3,3822,A1,7.18,29.74
20251220,22,3,4,4011,B1,4.80,31.10
20251220,22,3,5,5130,B1,2.00,31.38
20251220,22,3,6,5370,B2,1.06,29.24
20251220,22,4,1,3293,B1,4.57,40.48
20251220,22,4,2,5004,B2,4.81,39.36
20251220,22,4,3,3251,A2,4.78,40.49
20251220,22,4,4,4102,A2,5.85,45.60
20251220,22,4,5,3439,B1,6.11,35.37
20251220,22,4,6,5253,B1,0.00,27.27
20251220,22,5,1,5050,A2,5.00,30.19
20251220,22,5,2,3863,B1,4.77,38.46
20251220,22,5,3,3951,A2,6.04,33.99
20251220,22,5,4,5184,B1,0.00,42.36
20251220,22,5,5,5005,B1,5.25,35.08
20251220,22,5,6,5330,B1,2.50,30.67
20251220,22,6,1,3582,A2,6.45,39.43
20251220,22,6,2,4261,A2,7.70,29.05
20251220,22,6,3,5231,B1,0.00,30.05
20251220,22,6,4,4672,B1,4.57,34.52
20251220,22,6,5,5339,B1,0.00,37.76
20251220,22,6,6,4718,A2,6.05,43.09
20251220,22,7,1,4377,A2,5.86,35.06
20251220,22,7,2,4176,B1,3.58,32.18
20251220,22,7,3,4010,B2,3.27,28.93
20251220,22,7,4,5130,B1,2.00,31.38
20251220,22,7,5,5406,B2,0.00,44.00
20251220,22,7,6,4652,A2,6.33,23.78
20251220,22,8,1,3350,B1,5.08,36.14
20251220,22,8,2,4175,B1,4.95,34.85
20251220,22,8,3,3581,B1,5.37,35.57
20251220,22,8,4,4874,B1,5.02,34.41
20251220,22,8,5,4419,B1,5.90,44.27
20251220,22,8,6,3251,A2,4.78,40.49
20251220,22,9,1,3951,A2,6.04,33.99
20251220,22,9,2,5050,A2,5.00,30.19
20251220,22,9,3,4864,B1,5.11,30.81
20251220,22,9,4,5213,B1,6.33,29.33
20251220,22,9,5,4011,B1,4.80,31.10
20251220,22,9,6,4102,A2,5.85,45.60
20251220,22,10,1,5005,B1,5.25,35.08
20251220,22,10,2,3439,B1,6.11,35.37
20251220,22,10,3,4513,A2,5.83,32.72
20251220,22,10,4,3582,A2,6.45,39.43
20251220,22,10,5,4278,A1,7.05,41.76
20251220,22,10,6,4403,B1,5.98,35.38
20251220,22,11,1,3822,A1,7.18,29.74
20251220,22,11,2,4377,A2,5.86,35.06
20251220,22,11,3,3863,B1,4.77,38.46
20251220,22,11,4,3412,A1,5.22,28.41
20251220,22,11,5,5004,B2,4.81,39.36
20251220,22,11,6,4261,A2,7.70,29.05
20251220,22,12,1,4136,A1,7.19,34.80
20251220,22,12,2,4042,A1,6.77,34.29
20251220,22,12,3,4025,A1,7.16,45.98
20251220,22,12,4,4236,A1,7.09,28.14
20251220,22,12,5,4551,A2,7.07,35.18
20251220,22,12,6,5221,A1,6.15,35.29
20251221,12,1,1,4856,A1,7.35,34.16
20251221,12,1,2,4537,A1,4.92,32.08
20251221,12,1,3,4502,A1,6.28,28.93
20251221,12,1,4,3415,A1,7.08,27.92
20251221,12,1,5,3854,A1,6.58,34.62
20251221,12,1,6,4686,A1,6.72,36.42
20251221,12,2,1,4886,A1,6.83,29.30
20251221,12,2,2,4914,A1,6.88,37.67
20251221,12,2,3,4075,A1,6.37,29.22
20251221,12,2,4,4237,A1,6.81,33.54
20251221,12,2,5,4566,A1,6.39,31.14
20251221,12,2,6,3946,A1,6.50,34.18
20251221,12,3,1,3779,A1,6.83,38.82
20251221,12,3,2,4061,A1,6.50,30.00
20251221,12,3,3,4013,A1,6.72,37.74
20251221,12,3,4,4044,A1,6.78,35.06
20251221,12,3,5,4504,A1,7.47,34.18
20251221,12,3,6,4344,A1,6.83,40.82
20251221,12,4,1,4604,A1,6.14,33.12
20251221,12,4,2,3897,A1,6.58,38.26
20251221,12,4,3,4760,A1,6.94,32.03
20251221,12,4,4,3716,A1,6.67,27.74
20251221,12,4,5,4324,A1,4.92,36.05
20251221,12,4,6,4397,A1,7.01,30.57
20251221,12,5,1,4350,A1,7.06,33.73
20251221,12,5,2,5068,A1,6.10,28.30
20251221,12,5,3,4337,A1,5.60,37.06
20251221,12,5,4,4468,A1,7.70,30.43
20251221,12,5,5,5043,A1,5.88,28.21
20251221,12,5,6,4459,A1,5.37,28.57
20251221,12,6,1,4266,A1,6.48,36.88
20251221,12,6,2,4166,A1,6.98,29.49
20251221,12,6,3,3783,A1,7.66,34.84
20251221,12,6,4,4524,A1,7.43,33.76
20251221,12,6,5,4494,A1,6.72,34.19
20251221,12,6,6,4831,A1,7.31,36.81
20251221,12,7,1,4030,A1,6.94,30.97
20251221,12,7,2,4826,A1,6.50,31.74
20251221,12,7,3,4503,A1,7.64,35.80
20251221,12,7,4,4571,A1,8.14,27.85
20251221,12,7,5,4848,A1,7.00,32.30
20251221,12,7,6,4477,A1,6.24,32.48
20251221,12,8,1,3946,A1,6.50,34.18
20251221,12,8,2,4324,A1,4.92,36.05
20251221,12,8,3,3897,A1,6.58,38.26
20251221,12,8,4,4061,A1,6.50,30.00
20251221,12,8,5,4914,A1,6.88,37.67
20251221,12,8,6,3779,A1,6.83,38.82
20251221,12,9,1,4344,A1,6.83,40.82
20251221,12,9,2,4237,A1,6.81,33.54
20251221,12,9,3,5068,A1,6.10,28.30
20251221,12,9,4,4013,A1,6.72,37.74
20251221,12,9,5,4886,A1,6.83,29.30
20251221,12,9,6,4350,A1,7.06,33.73
20251221,12,10,1,4205,A1,6.46,38.06
20251221,12,10,2,4320,A1,7.73,41.38
20251221,12,10,3,4573,A1,7.00,40.00
20251221,12,10,4,4847,A1,6.62,41.72
20251221,12,10,5,5084,A1,6.50,44.37
20251221,12,10,6,3941,A1,7.88,41.45
20251221,12,11,1,4238,A1,7.68,35.19
20251221,12,11,2,4586,A1,6.40,41.18
20251221,12,11,3,4445,A1,5.53,41.26
20251221,12,11,4,4932,A1,5.94,35.00
20251221,12,11,5,4500,A1,7.13,27.50
20251221,12,11,6,4024,A1,6.45,36.02
20251221,12,12,1,4444,A1,8.20,44.22
20251221,12,12,2,4851,A1,6.79,38.62
20251221,12,12,3,4371,A1,6.88,40.13
20251221,12,12,4,4719,A1,7.42,38.62
20251221,12,12,5,4418,A1,9.00,44.08
20251221,12,12,6,4262,A1,8.86,48.98
20251224,13,1,1,4004,B1,4.71,26.62
20251224,13,1,2,4246,B1,5.36,40.43
20251224,13,1,3,3918,A2,5.50,25.90
20251224,13,1,4,4393,B1,4.67,39.26
20251224,13,1,5,4422,B1,4.08,34.09
20251224,13,1,6,3812,B1,0.00,28.06
20251224,13,2,1,4404,B1,3.78,30.00
20251224,13,2,2,3631,B1,4.43,45.65
20251224,13,2,3,4555,B1,4.68,19.35
20251224,13,2,4,4099,A1,5.84,37.59
20251224,13,2,5,3467,B1,3.87,34.07
20251224,13,2,6,5389,B2,1.00,38.69
20251224,13,3,1,4244,B1,4.70,33.33
20251224,13,3,2,5271,B1,4.06,42.03
20251224,13,3,3,3535,B1,4.84,35.51
20251224,13,3,4,5008,B1,3.38,23.44
20251224,13,3,5,4641,B1,6.20,21.32
20251224,13,3,6,5221,A1,5.62,37.04
20251224,13,4,1,5027,B1,5.10,28.79
20251224,13,4,2,4560,A1,4.73,28.68
20251224,13,4,3,4693,B1,4.78,33.33
20251224,13,4,4,4639,B1,4.46,30.43
20251224,13,4,5,3680,B1,4.32,33.33
20251224,13,4,6,5358,B1,3.11,32.84
20251224,13,5,1,4234,B1,5.70,30.08
20251224,13,5,2,4896,B1,0.00,44.68
20251224,13,5,3,4057,A2,5.84,26.40
20251224,13,5,4,5057,B1,3.71,33.57
20251224,13,5,5,4174,A1,6.95,31.85
20251224,13,5,6,4245,B1,4.55,29.32
20251224,13,6,1,4771,A1,7.00,35.29
20251224,13,6,2,4632,B1,2.63,28.57
20251224,13,6,3,5118,B1,4.69,38.52
20251224,13,6,4,3662,A2,6.00,42.45
20251224,13,6,5,4904,B1,5.00,19.23
20251224,13,6,6,3581,B1,4.67,46.72
20251224,13,7,1,5008,B1,3.38,23.44
20251224,13,7,2,3467,B1,3.87,34.07
20251224,13,7,3,4004,B1,4.71,26.62
20251224,13,7,4,4290,A1,7.47,22.79
20251224,13,7,5,3882,B1,5.06,47.45
20251224,13,7,6,3873,A2,5.90,23.36
20251224,13,8,1,3680,B1,4.32,33.33
20251224,13,8,2,4743,A1,6.46,29.41
20251224,13,8,3,4393,B1,4.67,39.26
20251224,13,8,4,3535,B1,4.84,35.51
20251224,13,8,5,4411,A2,4.25,26.32
20251224,13,8,6,4555,B1,4.68,19.35
20251224,13,9,1,4057,A2,5.84,26.40
20251224,13,9,2,3812,B1,0.00,28.06
20251224,13,9,3,4639,B1,4.46,30.43
20251224,13,9,4,3631,B1,4.43,45.65
20251224,13,9,5,4000,A2,6.11,35.07
20251224,13,9,6,5071,B1,5.88,34.29
20251224,13,10,1,5057,B1,3.71,33.57
20251224,13,10,2,5182,B1,3.00,33.82
20251224,13,10,3,4484,B1,3.33,31.34
20251224,13,10,4,5118,B1,4.69,38.52
20251224,13,10,5,4246,B1,5.36,40.43
20251224,13,10,6,4947,B1,5.65,36.50
20251224,13,11,1,4099,A1,5.84,37.59
20251224,13,11,2,3662,A2,6.00,42.45
20251224,13,11,3,4641,B1,6.20,21.32
20251224,13,11,4,3918,A2,5.50,25.90
20251224,13,11,5,4693,B1,4.78,33.33
20251224,13,11,6,4896,B1,0.00,44.68
20251224,13,12,1,4290,A1,7.47,22.79
20251224,13,12,2,4174,A1,6.95,31.85
20251224,13,12,3,5221,A1,5.62,37.04
20251224,13,12,4,4771,A1,7.00,35.29
20251224,13,12,5,4743,A1,6.46,29.41
20251224,13,12,6,4560,A1,4.73,28.68
20251225,12,1,1,4041,B1,5.45,30.95
20251225,12,1,2,5060,A2,4.78,45.70
20251225,12,1,3,4491,B1,6.53,30.18
20251225,12,1,4,4753,B1,1.67,27.98
20251225,12,1,5,4094,B1,2.50,32.30
20251225,12,1,6,3503,B1,3.69,25.16
20251225,12,2,1,4779,B1,3.44,26.71
20251225,12,2,2,5238,B1,3.93,34.78
20251225,12,2,3,4195,A2,5.50,28.66
20251225,12,2,4,4047,B1,4.51,41.06
20251225,12,2,5,5263,B2,0.00,34.59
20251225,12,2,6,4890,B1,4.42,41.72
20251225,12,3,1,3869,B1,4.79,39.74
20251225,12,3,2,4511,B2,4.25,23.53
20251225,12,3,3,4593,A2,5.89,22.54
20251225,12,3,4,3814,B1,5.29,28.74
20251225,12,3,5,4128,B1,0.00,37.01
20251225,12,3,6,4113,B1,4.35,32.34
20251225,12,4,1,4039,B1,5.00,36.18
20251225,12,4,2,4169,B1,3.33,36.42
20251225,12,4,3,4876,B1,5.37,48.34
20251225,12,4,4,4256,A1,6.94,41.03
20251225,12,4,5,3478,B1,4.50,36.08
20251225,12,4,6,4204,B2,4.58,28.31
20251225,12,5,1,3769,A2,5.06,31.03
20251225,12,5,2,3656,B1,4.90,31.43
20251225,12,5,3,5186,B1,3.95,28.40
20251225,12,5,4,5082,B1,5.48,25.97
20251225,12,5,5,5041,B1,2.50,31.71
20251225,12,5,6,4505,A1,5.55,31.90
20251225,12,6,1,4368,B1,0.00,20.78
20251225,12,6,2,4545,A1,6.19,37.42
20251225,12,6,3,4315,B1,4.20,37.27
20251225,12,6,4,4523,A2,5.56,27.10
20251225,12,6,5,3888,B1,5.68,40.65
20251225,12,6,6,4491,B1,6.53,30.18
20251225,12,7,1,4301,B1,3.44,26.75
20251225,12,7,2,4654,A1,6.43,39.74
20251225,12,7,3,4094,B1,2.50,32.30
20251225,12,7,4,4615,B1,5.39,29.88
20251225,12,7,5,4179,A2,4.54,27.78
20251225,12,7,6,4992,B1,4.34,27.71
20251225,12,8,1,4702,A1,6.50,26.09
20251225,12,8,2,3921,B1,4.56,33.13
20251225,12,8,3,4113,B1,4.35,32.34
20251225,12,8,4,5055,A2,5.40,28.40
20251225,12,8,5,4779,B1,3.44,26.71
20251225,12,8,6,4753,B1,1.67,27.98
20251225,12,9,1,4128,B1,0.00,37.01
20251225,12,9,2,3825,B1,4.69,27.61
20251225,12,9,3,4161,A2,5.61,37.75
20251225,12,9,4,4105,A2,5.13,27.33
20251225,12,9,5,4041,B1,5.45,30.95
20251225,12,9,6,4876,B1,5.37,48.34
20251225,12,10,1,4523,A2,5.56,27.10
20251225,12,10,2,3503,B1,3.69,25.16
20251225,12,10,3,4330,A2,6.91,29.70
20251225,12,10,4,5186,B1,3.95,28.40
20251225,12,10,5,5238,B1,3.93,34.78
20251225,12,10,6,4012,A2,5.91,20.26
20251225,12,11,1,4195,A2,5.50,28.66
20251225,12,11,2,3814,B1,5.29,28.74
20251225,12,11,3,4179,A2,4.54,27.78
20251225,12,11,4,4315,B1,4.20,37.27
20251225,12,11,5,3769,A2,5.06,31.03
20251225,12,11,6,5060,A2,4.78,45.70
20251225,12,12,1,4256,A1,6.94,41.03
20251225,12,12,2,4505,A1,5.55,31.90
20251225,12,12,3,4545,A1,6.19,37.42
20251225,12,12,4,4654,A1,6.43,39.74
20251225,12,12,5,4702,A1,6.50,26.09
20251225,12,12,6,4593,A2,5.89,22.54
20251225,13,1,1,4484,B1,3.33,31.34
20251225,13,1,2,3581,B1,4.67,46.72
20251225,13,1,3,4743,A1,6.46,29.41
20251225,13,1,4,5071,B1,5.88,34.29
20251225,13,1,5,4639,B1,4.46,30.43
20251225,13,1,6,5389,B2,1.00,38.69
20251225,13,2,1,3882,B1,5.06,47.45
20251225,13,2,2,5358,B1,3.11,32.84
20251225,13,2,3,4411,A2,4.25,26.32
20251225,13,2,4,4632,B1,2.63,28.57
20251225,13,2,5,3873,A2,5.90,23.36
20251225,13,2,6,4244,B1,4.70,33.33
20251225,13,3,1,5182,B1,3.00,33.82
20251225,13,3,2,4422,B1,4.08,34.09
20251225,13,3,3,3662,A2,6.00,42.45
20251225,13,3,4,5027,B1,5.10,28.79
20251225,13,3,5,3631,B1,4.43,45.65
20251225,13,3,6,4641,B1,6.20,21.32
20251225,13,4,1,4555,B1,4.68,19.35
20251225,13,4,2,4904,B1,5.00,19.23
20251225,13,4,3,3467,B1,3.87,34.07
20251225,13,4,4,4234,B1,5.70,30.08
20251225,13,4,5,5118,B1,4.69,38.52
20251225,13,4,6,4290,A1,7.47,22.79
20251225,13,5,1,4246,B1,5.36,40.43
20251225,13,5,2,4099,A1,5.84,37.59
20251225,13,5,3,4404,B1,3.78,30.00
20251225,13,5,4,3680,B1,4.32,33.33
20251225,13,5,5,4947,B1,5.65,36.50
20251225,13,5,6,3918,A2,5.50,25.90
20251225,13,6,1,4000,A2,6.11,35.07
20251225,13,6,2,4245,B1,4.55,29.32
20251225,13,6,3,5358,B1,3.11,32.84
20251225,13,6,4,5221,A1,5.62,37.04
20251225,13,6,5,4484,B1,3.33,31.34
20251225,13,6,6,5271,B1,4.06,42.03
20251225,13,7,1,4393,B1,4.67,39.26
20251225,13,7,2,4057,A2,5.84,26.40
20251225,13,7,3,4896,B1,0.00,44.68
20251225,13,7,4,3882,B1,5.06,47.45
20251225,13,7,5,5389,B2,1.00,38.69
20251225,13,7,6,4771,A1,7.00,35.29
20251225,13,8,1,4693,B1,4.78,33.33
20251225,13,8,2,4290,A1,7.47,22.79
20251225,13,8,3,3581,B1,4.67,46.72
20251225,13,8,4,3873,A2,5.90,23.36
20251225,13,8,5,3812,B1,0.00,28.06
20251225,13,8,6,5057,B1,3.71,33.57
20251225,13,9,1,4174,A1,6.95,31.85
20251225,13,9,2,3535,B1,4.84,35.51
20251225,13,9,3,5071,B1,5.88,34.29
20251225,13,9,4,4004,B1,4.71,26.62
20251225,13,9,5,5182,B1,3.00,33.82
20251225,13,9,6,4099,A1,5.84,37.59
20251225,13,10,1,4743,A1,6.46,29.41
20251225,13,10,2,4947,B1,5.65,36.50
20251225,13,10,3,4422,B1,4.08,34.09
20251225,13,10,4,4000,A2,6.11,35.07
20251225,13,10,5,5008,B1,3.38,23.44
20251225,13,10,6,4904,B1,5.00,19.23
20251225,13,11,1,4560,A1,4.73,28.68
20251225,13,11,2,4411,A2,4.25,26.32
20251225,13,11,3,4234,B1,5.70,30.08
20251225,13,11,4,4404,B1,3.78,30.00
20251225,13,11,5,4245,B1,4.55,29.32
20251225,13,11,6,3662,A2,6.00,42.45
20251225,13,12,1,5221,A1,5.62,37.04
20251225,13,12,2,3918,A2,5.50,25.90
20251225,13,12,3,5027,B1,5.10,28.79
20251225,13,12,4,4057,A2,5.84,26.40
20251225,13,12,5,4555,B1,4.68,19.35
20251225,13,12,6,4632,B1,2.63,28.57
20251225,22,1,1,4715,A1,6.95,43.78
20251225,22,1,2,5240,B1,3.49,27.78
20251225,22,1,3,3757,B1,5.33,28.88
20251225,22,1,4,3784,B1,4.83,36.79
20251225,22,1,5,5337,B1,2.65,40.32
20251225,22,1,6,5011,B2,3.90,29.38
20251225,22,2,1,4525,B1,5.62,29.94
20251225,22,2,2,5195,B1,4.37,24.27
20251225,22,2,3,4275,B1,3.83,35.27
20251225,22,2,4,5203,B1,4.98,37.78
20251225,22,2,5,5250,B1,2.56,35.92
20251225,22,2,6,5144,B1,3.89,29.73
20251225,22,3,1,5268,B1,2.39,31.07
20251225,22,3,2,5124,B1,4.06,29.95
20251225,22,3,3,3897,A1,5.13,37.86
20251225,22,3,4,4495,B1,5.11,41.51
20251225,22,3,5,4299,B1,4.45,30.81
20251225,22,3,6,5443,B2,0.00,38.38
20251225,22,4,1,4268,B1,3.29,45.81
20251225,22,4,2,4553,A2,5.79,36.78
20251225,22,4,3,3257,B1,8.11,41.03
20251225,22,4,4,5289,B1,6.89,24.82
20251225,22,4,5,5138,B1,3.03,33.33
20251225,22,4,6,5420,B2,2.00,36.45
20251225,22,5,1,4592,B1,4.60,42.42
20251225,22,5,2,4709,A2,5.70,35.00
20251225,22,5,3,3989,B1,4.55,36.00
20251225,22,5,4,4866,B1,4.21,31.03
20251225,22,5,5,5198,B1,4.96,34.81
20251225,22,5,6,4603,A2,5.72,46.20
20251225,22,6,1,3773,B1,5.31,24.72
20251225,22,6,2,4311,A1,6.21,39.55
20251225,22,6,3,4549,A2,5.58,27.78
20251225,22,6,4,4275,B1,3.83,35.27
20251225,22,6,5,5131,B1,3.82,26.29
20251225,22,6,6,5337,B1,2.65,40.32
20251225,22,7,1,4329,B1,5.13,37.14
20251225,22,7,2,5250,B1,2.56,35.92
20251225,22,7,3,4822,A2,5.13,35.45
20251225,22,7,4,5240,B1,3.49,27.78
20251225,22,7,5,5443,B2,0.00,38.38
20251225,22,7,6,4044,A1,7.55,29.38
20251225,22,8,1,3473,A1,6.84,42.11
20251225,22,8,2,5011,B2,3.90,29.38
20251225,22,8,3,4525,B1,5.62,29.94
20251225,22,8,4,3726,B1,4.90,33.73
20251225,22,8,5,5124,B1,4.06,29.95
20251225,22,8,6,3372,B1,4.46,37.58
20251225,22,9,1,4832,A2,7.30,35.89
20251225,22,9,2,4603,A2,5.72,46.20
20251225,22,9,3,3784,B1,4.83,36.79
20251225,22,9,4,3257,B1,8.11,41.03
20251225,22,9,5,3878,B1,4.14,38.73
20251225,22,9,6,5203,B1,4.98,37.78
20251225,22,10,1,4674,A2,5.26,27.51
20251225,22,10,2,4653,A1,7.28,23.84
20251225,22,10,3,5289,B1,6.89,24.82
20251225,22,10,4,3757,B1,5.33,28.88
20251225,22,10,5,4549,A2,5.58,27.78
20251225,22,10,6,5195,B1,4.37,24.27
20251225,22,11,1,4760,A1,0.00,29.51
20251225,22,11,2,4822,A2,5.13,35.45
20251225,22,11,3,4495,B1,5.11,41.51
20251225,22,11,4,3773,B1,5.31,24.72
20251225,22,11,5,4592,B1,4.60,42.42
20251225,22,11,6,4553,A2,5.79,36.78
20251225,22,12,1,3897,A1,5.13,37.86
20251225,22,12,2,3473,A1,6.84,42.11
20251225,22,12,3,4044,A1,7.55,29.38
20251225,22,12,4,4715,A1,6.95,43.78
20251225,22,12,5,4311,A1,6.21,39.55
20251225,22,12,6,4709,A2,5.70,35.00
20251226,12,1,1,4047,B1,4.51,41.06
20251226,12,1,2,4890,B1,4.42,41.72
20251226,12,1,3,3888,B1,5.68,40.65
20251226,12,1,4,3921,B1,4.56,33.13
20251226,12,1,5,4169,B1,3.33,36.42
20251226,12,1,6,4368,B1,0.00,20.78
20251226,12,2,1,4113,B1,4.35,32.34
20251226,12,2,2,4039,B1,5.00,36.18
20251226,12,2,3,5263,B2,0.00,34.59
20251226,12,2,4,4330,A2,6.91,29.70
20251226,12,2,5,4301,B1,3.44,26.75
20251226,12,2,6,4615,B1,5.39,29.88
20251226,12,3,1,3503,B1,3.69,25.16
20251226,12,3,2,4876,B1,5.37,48.34
20251226,12,3,3,5055,A2,5.40,28.40
20251226,12,3,4,3825,B1,4.69,27.61
20251226,12,3,5,3656,B1,4.90,31.43
20251226,12,3,6,5082,B1,5.48,25.97
20251226,12,4,1,4491,B1,6.53,30.18
20251226,12,4,2,3478,B1,4.50,36.08
20251226,12,4,3,5041,B1,2.50,31.71
20251226,12,4,4,4779,B1,3.44,26.71
20251226,12,4,5,4161,A2,5.61,37.75
20251226,12,4,6,4094,B1,2.50,32.30
20251226,12,5,1,4012,A2,5.91,20.26
20251226,12,5,2,4315,B1,4.20,37.27
20251226,12,5,3,4992,B1,4.34,27.71
20251226,12,5,4,5238,B1,3.93,34.78
20251226,12,5,5,3869,B1,4.79,39.74
20251226,12,5,6,4105,A2,5.13,27.33
20251226,12,6,1,4204,B2,4.58,28.31
20251226,12,6,2,4256,A1,6.94,41.03
20251226,12,6,3,4041,B1,5.45,30.95
20251226,12,6,4,4511,B2,4.25,23.53
20251226,12,6,5,3921,B1,4.56,33.13
20251226,12,6,6,4179,A2,4.54,27.78
20251226,12,7,1,3814,B1,5.29,28.74
20251226,12,7,2,3888,B1,5.68,40.65
20251226,12,7,3,4505,A1,5.55,31.90
20251226,12,7,4,4128,B1,0.00,37.01
20251226,12,7,5,4330,A2,6.91,29.70
20251226,12,7,6,3825,B1,4.69,27.61
20251226,12,8,1,3656,B1,4.90,31.43
20251226,12,8,2,4615,B1,5.39,29.88
20251226,12,8,3,3769,A2,5.06,31.03
20251226,12,8,4,4545,A1,6.19,37.42
20251226,12,8,5,4047,B1,4.51,41.06
20251226,12,8,6,3478,B1,4.50,36.08
20251226,12,9,1,4169,B1,3.33,36.42
20251226,12,9,2,4992,B1,4.34,27.71
20251226,12,9,3,4702,A1,6.50,26.09
20251226,12,9,4,5041,B1,2.50,31.71
20251226,12,9,5,4523,A2,5.56,27.10
20251226,12,9,6,4195,A2,5.50,28.66
20251226,12,10,1,5060,A2,4.78,45.70
20251226,12,10,2,4753,B1,1.67,27.98
20251226,12,10,3,4890,B1,4.42,41.72
20251226,12,10,4,3869,B1,4.79,39.74
20251226,12,10,5,4654,A1,6.43,39.74
20251226,12,10,6,5186,B1,3.95,28.40
20251226,12,11,1,4593,A2,5.89,22.54
20251226,12,11,2,4301,B1,3.44,26.75
20251226,12,11,3,4368,B1,0.00,20.78
20251226,12,11,4,4505,A1,5.55,31.90
20251226,12,11,5,4012,A2,5.91,20.26
20251226,12,11,6,5055,A2,5.40,28.40
20251226,12,12,1,4545,A1,6.19,37.42
20251226,12,12,2,5082,B1,5.48,25.97
20251226,12,12,3,4105,A2,5.13,27.33
20251226,12,12,4,4161,A2,5.61,37.75
20251226,12,12,5,4039,B1,5.00,36.18
20251226,12,12,6,4256,A1,6.94,41.03
20251226,13,1,1,3467,B1,3.87,34.07
20251226,13,1,2,5118,B1,4.69,38.52
20251226,13,1,3,4174,A1,6.95,31.85
20251226,13,1,4,3812,B1,0.00,28.06
20251226,13,1,5,5027,B1,5.10,28.79
20251226,13,1,6,4393,B1,4.67,39.26
20251226,13,2,1,4641,B1,6.20,21.32
20251226,13,2,2,4639,B1,4.46,30.43
20251226,13,2,3,4000,A2,6.11,35.07
20251226,13,2,4,4896,B1,0.00,44.68
20251226,13,2,5,4234,B1,5.70,30.08
20251226,13,2,6,3882,B1,5.06,47.45
20251226,13,3,1,3535,B1,4.84,35.51
20251226,13,3,2,4555,B1,4.68,19.35
20251226,13,3,3,4099,A1,5.84,37.59
20251226,13,3,4,4245,B1,4.55,29.32
20251226,13,3,5,3873,A2,5.90,23.36
20251226,13,3,6,3680,B1,4.32,33.33
20251226,13,4,1,3631,B1,4.43,45.65
20251226,13,4,2,4771,A1,7.00,35.29
20251226,13,4,3,4246,B1,5.36,40.43
20251226,13,4,4,4904,B1,5.00,19.23
20251226,13,4,5,5071,B1,5.88,34.29
20251226,13,4,6,5271,B1,4.06,42.03
20251226,13,5,1,3581,B1,4.67,46.72
20251226,13,5,2,4004,B1,4.71,26.62
20251226,13,5,3,4947,B1,5.65,36.50
20251226,13,5,4,4693,B1,4.78,33.33
20251226,13,5,5,4057,A2,5.84,26.40
20251226,13,5,6,4743,A1,6.46,29.41
20251226,13,6,1,4411,A2,4.25,26.32
20251226,13,6,2,5008,B1,3.38,23.44
20251226,13,6,3,3812,B1,0.00,28.06
20251226,13,6,4,4560,A1,4.73,28.68
20251226,13,6,5,4896,B1,0.00,44.68
20251226,13,6,6,4244,B1,4.70,33.33
20251226,13,7,1,5118,B1,4.69,38.52
20251226,13,7,2,4484,B1,3.33,31.34
20251226,13,7,3,5182,B1,3.00,33.82
20251226,13,7,4,5358,B1,3.11,32.84
20251226,13,7,5,5057,B1,3.71,33.57
20251226,13,7,6,5389,B2,1.00,38.69
20251226,13,8,1,4422,B1,4.08,34.09
20251226,13,8,2,4234,B1,5.70,30.08
20251226,13,8,3,4632,B1,2.63,28.57
20251226,13,8,4,3873,A2,5.90,23.36
20251226,13,8,5,4404,B1,3.78,30.00
20251226,13,8,6,4174,A1,6.95,31.85
20251226,13,9,1,4245,B1,4.55,29.32
20251226,13,9,2,5221,A1,5.62,37.04
